CV_x,CM,Demanda,Demanda dia,%_Previsão,%ACC_Previsão,ABC_Previsão,CV_y,Soma de Total Unidades,PRD/DIA,%_BACKLOG,%ACC_BACKLOG,ABC_BACKLOG,ABC_AJUSTADO
135216.0,50436862.0,34956.62471628452,1127.6330553640166,0.002619475346285258,0.37719752885240754,AA,135216.0,1097.0,515.0234741784038,0.0018086402553529651,0.6514072606107174,A,AA
135727.0,50437329.0,34754.50794564941,1121.1131595370778,0.0026043297221854914,0.37980185857459303,AA,135727.0,1226.0,575.586854460094,0.0020213244786351277,0.634258976840502,A,AA
136031.0,50437627.0,34401.4684121961,1109.7247874901968,0.002577874697947577,0.3823797332725406,AA,136031.0,1186.0,556.8075117370893,0.0019553758822685656,0.6402372171011309,A,AA
68943.0,50278063.0,34397.45945945946,1109.5954664341762,0.002577574286997055,0.38495730755953766,AA,68943.0,97.0,45.539906103286384,0.00015992534618891304,0.9245745903355628,B,AA
135725.0,50436684.0,34149.60775514915,1101.6002501661014,0.002559001514761605,0.3875163090742993,AA,135725.0,1647.0,773.2394366197184,0.002715433455393194,0.5462143032613231,AA,AA
135102.0,50436758.0,33785.06799637649,1089.840903108919,0.0025316847209179215,0.3900479937952172,AA,135102.0,5.0,2.347417840375587,8.24357454582026e-06,0.9982952287839293,C,AA
140407.0,50451397.0,33779.81081081081,1089.6713164777682,0.0025312907736163184,0.3925792845688335,AA,140407.0,34.0,15.962441314553992,5.605630691157777e-05,0.9748768822141589,C,AA
76423.0,50374061.0,33660.97297297297,1085.837837837838,0.002522385657949443,0.39510167022678294,AA,76423.0,64.0,30.046948356807512,0.00010551775418649932,0.9494949161875781,C,AA
135729.0,50437331.0,33289.01853620029,1073.839307619364,0.0024945132450670407,0.39759618347185,AA,135729.0,586.0,275.1173708920188,0.0009661469367701345,0.7484687560281141,A,AA
2832.0,50372609.0,33186.6095219278,1070.535791029929,0.00248683922361041,0.4000830226954604,AA,2832.0,4030.0,1892.018779342723,0.006644321083931129,0.35898294074683496,AA,AA
135736.0,50437339.0,32968.8726054787,1063.5120195315708,0.0024705231035832696,0.4025535457990437,AA,135736.0,627.0,294.3661971830986,0.0010337442480458606,0.7374240148516242,A,AA
136063.0,50437661.0,32798.17130195247,1058.0055258694345,0.0024577315981162843,0.40501127739716,AA,136063.0,746.0,350.23474178403757,0.0012299413222363828,0.7138968530978531,A,AA
92786.0,50394887.0,32346.21621621622,1043.426329555362,0.0024238643350632002,0.40743514173222317,AA,92786.0,6025.0,2828.6384976525824,0.009933507327713413,0.1949456995744667,AA,AA
108403.0,50359437.0,32262.89689719602,1040.7386095869683,0.002417620800287916,0.4098527625325111,AA,108403.0,4062.0,1907.042253521127,0.006697079961024379,0.3523386196629038,AA,AA
135275.0,50436910.0,32252.28288168739,1040.3962219899158,0.0024168254388313793,0.41226958797134244,AA,135275.0,288.0,135.21126760563382,0.000474829893839247,0.8254522012817114,A,AA
135107.0,50436761.0,32036.9157244666,1033.4488943376323,0.0024006868967576477,0.4146702748681001,AA,135107.0,444.0,208.45070422535213,0.0007320294196688391,0.7730758260473876,A,AA
140417.0,50451407.0,31940.62162162162,1030.3426329555361,0.002393471096306594,0.4170637459644067,AA,140417.0,16.0,7.511737089201878,2.637943854662483e-05,0.9910079088854206,C,AA
18259.0,50400480.0,31940.62162162162,1030.3426329555361,0.002393471096306594,0.4194572170607133,AA,18259.0,16.0,7.511737089201878,2.637943854662483e-05,0.9907177350614073,C,AA
136064.0,50437662.0,31360.19550611618,1011.6192098747155,0.0023499768541637494,0.4218071939148771,AA,136064.0,396.0,185.9154929577465,0.0006528911040289645,0.794558581313795,A,AA
140452.0,50451465.0,31296.02702702703,1009.5492589363558,0.002345168387947492,0.4241523623028246,AA,140452.0,20.0,9.389671361502348,3.297429818328104e-05,0.9877863199529117,C,AA
108407.0,50359441.0,31235.37837837838,1007.5928509154317,0.002340623680293076,0.4264929859831177,AA,108407.0,120.0,56.33802816901409,0.00019784578909968624,0.909981814674552,B,AA
53255.0,50368962.0,30914.11731185163,997.2295907048913,0.0023165499760862706,0.42880953595920396,AA,53255.0,71.0,33.333333333333336,0.00011705875855064769,0.9441481337371588,B,AA
139996.0,50449504.0,30727.83783783784,991.2205754141239,0.002302591120113806,0.4311121270793178,AA,139996.0,37.0,17.370892018779344,6.100245163906992e-05,0.9713370913041829,C,AA
140005.0,50449502.0,30727.83783783784,991.2205754141239,0.002302591120113806,0.4334147181994316,AA,140005.0,37.0,17.370892018779344,6.100245163906992e-05,0.9715811011107393,C,AA
160305.0,50492338.0,30598.40339436066,987.0452707858277,0.0022928919475992847,0.4357076101470309,AA,160305.0,,,,,D,AA
150633.0,50472476.0,30467.07245307557,982.8087888088893,0.002283050660985006,0.4379906608080159,AA,150633.0,1566.0,735.2112676056338,0.002581887547750905,0.5620996714111187,AA,AA
135958.0,50437556.0,30081.37280898371,970.3668648059261,0.002254148250727446,0.44024480905874336,AA,135958.0,1453.0,682.1596244131456,0.0023955827630153677,0.5869540486667668,AA,AA
129237.0,50419957.0,29803.94594594595,961.4176111595468,0.002233359263403217,0.4424781683221466,AA,129237.0,4.0,1.8779342723004695,6.594859636656207e-06,0.9988360072741367,C,AA
135945.0,50437544.0,29788.61692176554,960.9231265085658,0.002232210582681062,0.4447103789048277,AA,135945.0,469.0,220.18779342723005,0.0007732472923979403,0.768588024064643,A,AA
136029.0,50437625.0,29454.08059304186,950.1316320336084,0.0022071420964458843,0.4469175210012736,AA,136029.0,387.0,181.69014084507043,0.0006380526698464881,0.7958462276578522,A,AA
107648.0,50357692.0,29005.72972972973,935.6687009590236,0.0021735449158695594,0.44909106591714315,AA,107648.0,2582.0,1212.206572769953,0.004256981895461582,0.4306327932692864,AA,AA
76420.0,50314403.0,28819.7027027027,929.6678291194419,0.0021596049770169086,0.45125067089416004,AA,76420.0,6134.0,2879.8122065727703,0.010113217252812294,0.16487808577604188,AA,AA
121959.0,50401202.0,27898.27027027027,899.9442022667829,0.002090557419948277,0.45334122831410834,AA,121959.0,1.0,0.4694835680751174,1.6487149091640518e-06,0.9999884589956344,D,AA
159166.0,50490659.0,27805.0,896.9354838709677,0.00208356821044944,0.45542479652455775,AA,159166.0,1232.0,578.4037558685446,0.002031216768090112,0.6302130304534135,A,AA
136055.0,50437653.0,27355.65731513954,882.4405585528883,0.002049896707706291,0.45747469323226403,AA,136055.0,2231.0,1047.4178403755868,0.0036782829623449994,0.4618462639295802,AA,AA
159167.0,50490660.0,27315.0,881.1290322580645,0.002046850051013359,0.4595215432832774,AA,159167.0,1228.0,576.5258215962442,0.002024621908453456,0.6322376523618669,A,AA
135581.0,50437197.0,27176.29751967504,876.6547586991949,0.002036456377979172,0.46155799966125655,AA,135581.0,176.0,82.62910798122066,0.00029017382401287314,0.8743943033602463,A,AA
148390.0,50463462.0,27148.29299859316,875.7513870513923,0.0020343578586526096,0.4635923575199092,AA,148390.0,373.0,175.11737089201878,0.0006149706611181914,0.8008500774071652,A,AA
135574.0,50437191.0,26971.69015403935,870.0545210980434,0.0020211241210950745,0.46561348164100425,AA,135574.0,300.0,140.84507042253523,0.0004946144727492156,0.8225306784626726,A,AA
135575.0,50437192.0,26405.97290566935,851.8055776022371,0.0019787320881942774,0.4675922137291985,AA,135575.0,272.0,127.69953051643193,0.00044845045529262216,0.8313859262397927,A,AA
148295.0,50463583.0,26291.43704197812,848.1108723218748,0.0019701493410429227,0.46956236307024146,AA,148295.0,1978.0,928.6384976525823,0.003261158090326495,0.4921991054072904,AA,AA
121969.0,50401220.0,26254.45945945946,846.9180470793374,0.0019673784251847985,0.47152974149542626,AA,121969.0,1605.0,753.5211267605634,0.0026461874292083034,0.5568979758727062,AA,AA
146888.0,50459214.0,26242.45945945946,846.5309503051438,0.001966479204953711,0.47349622070037994,AA,146888.0,17.0,7.981220657276996,2.8028153455788885e-05,0.9899230544751892,C,AA
135951.0,50437549.0,25826.62357682202,833.1168895749039,0.0019353185350803946,0.47543153923546033,AA,135951.0,197.0,92.48826291079813,0.00032479683710531825,0.8620553209800625,A,AA
136024.0,50437620.0,24942.97580136031,804.6121226245261,0.0018691023720094943,0.4773006416074698,AA,136024.0,1624.0,762.4413145539907,0.0026775130124824203,0.5515858164353796,AA,AA
135785.0,50437388.0,24744.87724357533,798.2218465669462,0.001854257852767032,0.47915489946023687,AA,135785.0,1589.0,746.0093896713615,0.0026198079906616786,0.5595177838633678,AA,AA
125298.0,50410390.0,24687.0,796.3548387096774,0.0018499208204051547,0.481004820280642,AA,125298.0,17.0,7.981220657276996,2.8028153455788885e-05,0.9896988292475427,C,AA
135387.0,50437021.0,24679.2743171277,796.1056231331517,0.0018493418962103431,0.48285416217685234,AA,135387.0,32.0,15.023474178403756,5.275887709324966e-05,0.976184313137125,C,AA
162723.0,50498361.0,24343.0,785.258064516129,0.0018241431737806408,0.484678305350633,AA,162723.0,5941.0,2789.2018779342725,0.009795015275343632,0.234163681118752,AA,AA
152979.0,50477336.0,24144.97791731722,778.8702553973297,0.0018093043852014346,0.48648760973583444,AA,152979.0,1490.0,699.5305164319249,0.0024565852146544373,0.5845584659037515,AA,AA
135576.0,50437193.0,24085.39612729052,776.948262170662,0.001804839622618399,0.48829244935845284,AA,135576.0,443.0,207.981220657277,0.000730380704759675,0.7745382361718162,A,AA
135274.0,50436909.0,23984.11346246402,773.6810794343232,0.0017972500041791937,0.490089699362632,AA,135274.0,686.0,322.06572769953056,0.0011310184276865397,0.7244288439375932,A,AA
135875.0,50437473.0,23786.1502753711,767.2951701732612,0.0017824156289421476,0.4918721149915742,AA,135875.0,6991.0,3282.1596244131456,0.011526165929965887,0.11132287938166596,AA,AA
160304.0,50492337.0,23715.83568004615,765.0269574208436,0.0017771466033874028,0.4936492615949616,AA,160304.0,,,,,D,AA
140405.0,50451395.0,23584.21621621622,760.7811682650394,0.0017672836963306706,0.49541654529129225,AA,140405.0,26.0,12.206572769953052,4.286658763826535e-05,0.982381832480673,C,AA
135783.0,50437386.0,23075.10897316671,744.3583539731196,0.0017291337352687206,0.497145679026561,AA,135783.0,237.0,111.26760563380282,0.0003907454334718803,0.8460281633480788,A,AA
135211.0,50436857.0,23008.09135543471,742.1964953366036,0.0017241117687933944,0.4988697907953544,AA,135211.0,1938.0,909.8591549295775,0.0031952094939599325,0.5018968465029934,AA,AA
135213.0,50436859.0,22987.20929618583,741.5228805221235,0.0017225469712814471,0.5005923377666358,AA,135213.0,144.0,67.60563380281691,0.0002374149469196235,0.8927313105799686,B,AA
72147.0,50375500.0,22858.2972972973,737.3644289450742,0.0017128869481622374,0.502305224714798,AA,72147.0,7478.0,3510.798122065728,0.012329090090728781,0.0755606042869885,AA,AA
135778.0,50437381.0,22746.16153669066,733.74714634486,0.0017044840527817458,0.5040097087675798,AA,135778.0,1044.0,490.1408450704226,0.0017212583651672704,0.6566518227367683,A,AA
159158.0,50490651.0,22738.0,733.483870967742,0.001703872467872662,0.5057135812354524,AA,159158.0,5524.0,2593.4272300469484,0.009107501158222222,0.28120481490702076,AA,AA
159159.0,50490652.0,22731.0,733.258064516129,0.0017033479227378608,0.5074169291581903,AA,159159.0,5524.0,2593.4272300469484,0.009107501158222222,0.27209731374879853,AA,AA
163908.0,50500793.0,22476.0,725.0322580645161,0.0016842394928272472,0.5091011686510175,AA,163908.0,1222.0,573.7089201877934,0.0020147296189984712,0.6362737064595005,A,AA
58415.0,50374045.0,22139.7027027027,714.1839581517,0.0016590390483780938,0.5107602076993956,AA,58415.0,26.0,12.206572769953052,4.286658763826535e-05,0.9826390320065028,C,AA
129194.0,50418052.0,22139.7027027027,714.1839581517,0.0016590390483780938,0.5124192467477736,AA,129194.0,26.0,12.206572769953052,4.286658763826535e-05,0.9825961654188645,C,AA
51874.0,50374074.0,22079.7027027027,712.2484742807322,0.001654542947222655,0.5140737896949963,AA,51874.0,112.0,52.58215962441315,0.00018465606982637382,0.9142190119911036,B,AA
89259.0,50420569.0,21788.89189189189,702.8674803836094,0.001632751033514314,0.5157065407285106,AA,89259.0,5163.0,2423.9436619718313,0.008512315076014,0.31629276560385017,AA,AA
135164.0,50436818.0,21677.32399154245,699.2685158562081,0.0016243906907531312,0.5173309314192638,AA,135164.0,366.0,171.83098591549296,0.000603429656754043,0.8038787666952997,A,AA
135766.0,50437370.0,21647.5103907577,698.3067867986355,0.0016221566080041963,0.518953088027268,AA,135766.0,,,,,D,AA
108404.0,50359438.0,21254.75064239041,685.6371174964648,0.001592725148696798,0.5205458131759648,AA,108404.0,36.0,16.901408450704228,5.9353736729905874e-05,0.9733287389144539,C,AA
152074.0,50476380.0,21232.42917835703,684.9170702695816,0.0015910524893596055,0.5221368656653245,AA,152074.0,401.0,188.26291079812208,0.0006611346785747849,0.7919288810336783,A,AA
133589.0,50435496.0,21212.27027027027,684.2667829119442,0.0015895418811939178,0.5237264075465183,AA,133589.0,19.0,8.92018779342723,3.132558327411698e-05,0.9884639417805781,C,AA
135787.0,50437390.0,21187.42219803793,683.4652321947719,0.0015876798904226805,0.525314087436941,AA,135787.0,937.0,439.906103286385,0.0015448458698867167,0.6727943904123933,A,AA
