CV,CM,Demanda,Soma de Total Unidades
161085.0,50494605.0,10756.18519317027,
135257.0,50436896.0,10711.00431928129,421.0
152980.0,50477332.0,10687.35518572016,3344.0
28724.0,50396314.0,10664.91891891892,13.0
135955.0,50437553.0,10558.20560123458,34.0
140412.0,50451402.0,10518.37837837838,10.0
135182.0,50436835.0,10508.64212955699,937.0
88103.0,50398664.0,10295.21621621622,44.0
105504.0,50410008.0,10215.97297297297,31.0
136088.0,50436721.0,10174.72047748131,179.0
102419.0,50342545.0,9927.0,67.0
126268.0,50413174.0,9924.54054054054,32.0
135491.0,50437123.0,9913.1454570304,413.0
136014.0,50437610.0,9891.153612926342,450.0
135768.0,50437372.0,9831.538620683466,62.0
135159.0,50436813.0,9819.076735104296,60.0
135568.0,50436665.0,9799.464447567094,133.0
112634.0,50400481.0,9753.27027027027,72.0
159171.0,50490664.0,9744.0,
109839.0,50363402.0,9729.513513513513,61.0
159172.0,50490665.0,9699.0,
152981.0,50477334.0,9659.489438541004,25.0
123120.0,50404307.0,9646.24269079044,797.0
136043.0,50437641.0,9607.131568810002,33.0
135701.0,50437312.0,9578.18221431057,201.0
135238.0,50436882.0,9560.180473678907,193.0
92536.0,50264597.0,9545.432432432433,69.0
107655.0,50357699.0,9507.891891891892,1301.0
140424.0,50451414.0,9454.243243243243,1.0
116685.0,50385811.0,9452.783783783783,93.0
140411.0,50451401.0,9452.783783783783,28.0
85390.0,50419965.0,9405.810810810812,5474.0
109840.0,50363403.0,9391.486486486487,192.0
159173.0,50490666.0,9379.0,
76421.0,50291025.0,9236.918918918918,57.0
152716.0,50477240.0,9214.052367904893,
135385.0,50437019.0,9189.631862135951,25.0
148282.0,50463570.0,9183.324673226389,360.0
152168.0,50476611.0,9080.28389193757,80.0
135588.0,50437204.0,9058.657122525003,95.0
135215.0,50436861.0,9026.119245640084,175.0
135695.0,50437306.0,9026.028493049733,321.0
126944.0,50414696.0,9004.38439113628,370.0
136067.0,50437665.0,8993.694687504147,1736.0
108938.0,50361275.0,8940.864864864865,9.0
152769.0,50477294.0,8927.003800238204,
136054.0,50437652.0,8925.574743882818,449.0
136719.0,50438925.0,8878.628941754816,15.0
135893.0,50437490.0,8864.081656813461,624.0
152751.0,50477275.0,8846.061955737196,137.0
152170.0,50476613.0,8841.613298668002,61.0
135271.0,50436906.0,8810.521058763039,184.0
152077.0,50476384.0,8656.62286148288,320.0
122504.0,50418480.0,8646.054054054055,275.0
150199.0,50471126.0,8634.162162162162,17.0
136720.0,50438926.0,8627.442074589808,17.0
161082.0,50494602.0,8541.526405139222,
92798.0,50335139.0,8467.864864864865,291.0
135127.0,50436781.0,8466.109294516933,585.0
135998.0,50437594.0,8428.287724636031,80.0
73563.0,50282124.0,8412.675675675677,1975.0
154819.0,50481627.0,8340.405547664881,
152076.0,50476383.0,8320.408633102354,148.0
136718.0,50438924.0,8307.4984249021,16.0
146981.0,50460407.0,8265.948157765453,156.0
135470.0,50437102.0,8255.511526734535,217.0
131008.0,50423972.0,8246.826786713531,188.0
152717.0,50477241.0,8223.174108800946,
10494.0,50316640.0,8206.62,329.0
135384.0,50437018.0,8157.483364042085,31.0
135180.0,50436833.0,8143.54646019532,358.0
161084.0,50494604.0,8138.614785696996,
114583.0,50379330.0,8133.297297297298,992.0
95644.0,50302496.0,8120.567567567567,98.0
135698.0,50437309.0,8071.59448651996,272.0
135244.0,50436888.0,8046.619043306566,83.0
149250.0,50470265.0,8000.055919384984,99.0
148300.0,50463588.0,7968.481444198998,11.0
135524.0,50437156.0,7965.147887998093,127.0
135393.0,50437027.0,7962.792004978014,18.0
135390.0,50437024.0,7959.71362606994,13.0
56763.0,50420441.0,7958.621621621622,123.0
135959.0,50437557.0,7866.296577371735,377.0
136227.0,50438260.0,7840.155938852754,302.0
56754.0,50371487.0,7822.756756756757,13.0
122462.0,50401962.0,7791.891891891892,614.0
149252.0,50470267.0,7791.611916865647,55.0
135525.0,50437157.0,7784.327929530079,131.0
166437.0,50505042.0,7773.0,
135688.0,50437299.0,7682.31582233469,316.0
135687.0,50437298.0,7589.344772227744,251.0
135776.0,50437379.0,7587.530282667782,1104.0
135967.0,50437565.0,7535.714543718379,
137786.0,50438762.0,7501.610403776555,104.0
136012.0,50437608.0,7429.555616049637,43.0
153254.0,50478138.0,7419.52296787352,2.0
135140.0,50436794.0,7407.466126242484,401.0
136366.0,50438546.0,7403.947535657582,35.0
136007.0,50437603.0,7401.626832796667,231.0
135577.0,50437194.0,7388.210719597516,133.0
136028.0,50437624.0,7348.220034800261,51.0
135690.0,50437301.0,7330.273949061419,174.0
46225.0,50390066.0,7325.503940852248,130.0
153253.0,50478137.0,7271.774135392931,158.0
135566.0,50436663.0,7172.905239007323,47.0
135572.0,50436669.0,7170.421048722878,40.0
136006.0,50437602.0,7162.481788400652,68.0
166443.0,50505048.0,7146.0,
2179.0,50305785.0,7110.513513513513,1552.0
159467.0,50488858.0,7094.045564203668,
136060.0,50437658.0,7060.43435676268,165.0
149251.0,50470266.0,7032.899359700787,98.0
135585.0,50437201.0,7025.808492289072,74.0
76426.0,50314404.0,7021.855292203599,118.0
124394.0,50407708.0,7021.351351351352,
135694.0,50437305.0,7017.231289027388,278.0
136082.0,50436715.0,6962.09001914564,299.0
97135.0,50404157.0,6938.0,
135975.0,50436699.0,6904.201874649806,2.0
135704.0,50437315.0,6892.906734235249,229.0
136041.0,50437636.0,6860.733534276781,306.0
135991.0,50437587.0,6851.973540780789,63.0
72860.0,50374163.0,6840.027027027027,64.0
29933.0,50357288.0,6837.378378378378,104.0
135148.0,50436802.0,6808.100221476251,77.0
135965.0,50437563.0,6804.965637092485,3.0
154831.0,50482569.0,6785.074652624032,128.0
70856.0,50371481.0,6784.135135135135,1.0
70859.0,50371482.0,6784.135135135135,1.0
102040.0,50341276.0,6767.567567567568,1166.0
136768.0,50473135.0,6732.62229508274,454.0
135179.0,50436832.0,6725.522175348271,160.0
135176.0,50436829.0,6684.952657595594,185.0
135586.0,50437202.0,6670.456496233827,71.0
152753.0,50477277.0,6667.8064465843,41.0
135964.0,50437562.0,6629.502104951554,2.0
135587.0,50437203.0,6626.76378747744,57.0
56757.0,50368967.0,6621.756756756757,5.0
135961.0,50437559.0,6616.445511304271,250.0
135143.0,50436797.0,6579.834145810422,520.0
135539.0,50437171.0,6561.523428256442,129.0
123881.0,50406016.0,6525.0,17.0
135541.0,50437173.0,6524.857009304229,106.0
135212.0,50436858.0,6522.433972819225,60.0
155496.0,50483444.0,6506.811849183573,36.0
135492.0,50437124.0,6505.009819677037,214.0
135123.0,50436777.0,6493.270164235576,71.0
136061.0,50437659.0,6468.736050635296,259.0
88431.0,50420103.0,6468.081081081082,1984.0
115887.0,50382767.0,6460.02,14.0
96518.0,50305780.0,6458.918918918919,157.0
2581.0,50394894.0,6411.747184095491,1679.0
135679.0,50437290.0,6407.592407617228,271.0
122931.0,50403123.0,6397.243243243243,273.0
122934.0,50402206.0,6397.243243243243,11.0
135562.0,50436659.0,6353.080484522682,215.0
2830.0,50372397.0,6331.513513513513,1309.0
135693.0,50437304.0,6307.28153131175,253.0
161090.0,50494192.0,6304.433489718494,
135565.0,50436662.0,6303.828596158781,128.0
135856.0,50437456.0,6297.739683199944,27.0
152752.0,50477276.0,6296.887688187335,66.0
135819.0,50440441.0,6249.775615922819,260.0
135995.0,50437591.0,6241.185442059474,121.0
88454.0,50419962.0,6230.162162162163,1775.0
76432.0,50374166.0,6211.810810810811,1120.0
159461.0,50488852.0,6203.90784034581,
136331.0,50438510.0,6174.23322353231,
152727.0,50477251.0,6158.994916890515,577.0
160302.0,50492335.0,6105.366374979454,
76422.0,50291026.0,6063.567567567567,58.0
152075.0,50476381.0,6055.40496288781,131.0
153077.0,50477546.0,6054.573210574054,471.0
135683.0,50437294.0,6041.771212726373,236.0
21307.0,50461854.0,5976.459459459459,2.0
135615.0,50437231.0,5964.699824727614,138.0
136032.0,50437628.0,5951.143348596035,119.0
159463.0,50488854.0,5949.582775369119,
135172.0,50436826.0,5930.737772822181,10.0
136044.0,50437643.0,5930.578071889027,125.0
135382.0,50437016.0,5926.705903120819,107.0
146983.0,50460409.0,5926.63120994989,163.0
123122.0,50404309.0,5905.945945945946,327.0
136199.0,50438232.0,5877.585011247774,141.0
135792.0,50437395.0,5865.722028515893,108.0
71770.0,50276360.0,5833.054054054054,30.0
137789.0,50438809.0,5799.953904889687,49.0
152796.0,50477321.0,5792.579135668153,61.0
136174.0,50439772.0,5792.23006590821,278.0
136034.0,50437630.0,5770.187886617858,420.0
135168.0,50436822.0,5758.059191281025,641.0
135552.0,50437184.0,5755.22607533447,93.0
135686.0,50437297.0,5742.892185069041,183.0
135383.0,50437017.0,5738.742768787881,86.0
146400.0,50458129.0,5730.540540540541,19.0
136016.0,50437612.0,5723.038359911921,304.0
136001.0,50437597.0,5721.459659687552,158.0
159174.0,50490667.0,5693.0,
159175.0,50490668.0,5693.0,
136724.0,50438930.0,5673.683634619417,49.0
136062.0,50437660.0,5671.010569309988,
136594.0,50438789.0,5620.540922360769,103.0
136449.0,50438629.0,5618.670958195285,84.0
135788.0,50437391.0,5600.348276365598,1.0
2791.0,50399664.0,5593.864864864865,1446.0
92791.0,50368441.0,5591.189189189189,115.0
148588.0,50448150.0,5574.207732722453,202.0
135567.0,50436664.0,5547.752353241487,10.0
135722.0,50437325.0,5526.478654106684,80.0
129625.0,50421444.0,5523.86,57.0
135804.0,50437407.0,5519.269523340481,37.0
135542.0,50437174.0,5509.504778205335,106.0
2786.0,50398673.0,5506.054054054054,1495.0
135469.0,50437101.0,5470.55914493966,63.0
116844.0,50386278.0,5470.48,27.0
136045.0,50437644.0,5454.854642600665,74.0
135522.0,50437154.0,5443.547365263222,92.0
48099.0,50369056.0,5419.324324324325,910.0
136731.0,50438937.0,5411.171562781665,
136171.0,50439769.0,5407.757342353325,41.0
2820.0,50396092.0,5395.945945945946,1335.0
136500.0,50438680.0,5392.345116994816,34.0
135684.0,50437295.0,5373.398774505354,28.0
155421.0,50483443.0,5365.415663896652,24.0
136178.0,50439776.0,5333.7655106292,32.0
140425.0,50451415.0,5331.0,5.0
136614.0,50438813.0,5328.715271157474,40.0
136050.0,50437649.0,5320.820777354324,107.0
152069.0,50476356.0,5316.0574288423,149.0
77992.0,50412621.0,5305.918918918919,971.0
136442.0,50438687.0,5297.042540036565,37.0
135082.0,50436738.0,5294.564541440665,61.0
137804.0,50438960.0,5278.933706533698,12.0
124214.0,50406918.0,5267.864864864865,79.0
135392.0,50437026.0,5255.359322691599,28.0
137791.0,50438811.0,5224.931487373689,45.0
135682.0,50437293.0,5208.610278014709,156.0
139135.0,50448147.0,5193.363919806122,33.0
135152.0,50436806.0,5150.057762832645,319.0
124129.0,50406679.0,5142.12,168.0
154830.0,50482568.0,5111.201752710057,106.0
155190.0,50482570.0,5094.769320277625,105.0
48098.0,50369055.0,5094.351351351352,937.0
135954.0,50437552.0,5089.398143499525,163.0
136226.0,50438259.0,5064.222582434587,14.0
135571.0,50436668.0,5059.438313988402,47.0
135546.0,50437178.0,5057.134043073899,109.0
135696.0,50437307.0,4980.944789399055,276.0
137790.0,50438810.0,4972.879733415354,48.0
135677.0,50437288.0,4927.812152560793,162.0
152714.0,50477238.0,4923.928610431911,26.0
110079.0,50364692.0,4923.675675675676,7.0
96015.0,50299908.0,4900.756756756757,801.0
135472.0,50437104.0,4894.763808469179,55.0
135680.0,50437291.0,4887.159027552309,236.0
121699.0,50400442.0,4856.918918918919,
130050.0,50422427.0,4856.918918918919,
137965.0,50442910.0,4805.972972972973,874.0
136009.0,50437605.0,4791.222845107601,16.0
136431.0,50438611.0,4771.745758899964,232.0
121961.0,50401204.0,4756.918918918919,46.0
135702.0,50437313.0,4752.993058754065,159.0
152070.0,50476357.0,4750.764837292789,105.0
152767.0,50477292.0,4734.081334436706,
135430.0,50437062.0,4715.144766239418,92.0
135560.0,50436657.0,4713.850487535919,68.0
86943.0,50375409.0,4713.162162162163,24.0
157535.0,50487035.0,4707.945744688182,
136217.0,50438250.0,4693.646600086581,9.0
136037.0,50437632.0,4681.39707848121,128.0
135149.0,50436803.0,4675.593652255892,116.0
135535.0,50437167.0,4650.262882806199,169.0
74777.0,50284548.0,4634.0,954.0
136499.0,50438679.0,4632.11592338192,34.0
161108.0,50494691.0,4627.766967881161,71.0
135807.0,50437410.0,4623.244234808979,10.0
137781.0,50438735.0,4611.450762775994,40.0
69200.0,50420107.0,4607.243243243243,49.0
121698.0,50400440.0,4602.810810810811,849.0
126942.0,50414693.0,4573.288142955626,234.0
135970.0,50437568.0,4568.666598063051,1.0
77989.0,50412603.0,4566.675675675676,993.0
124396.0,50407710.0,4563.891891891893,771.0
34073.0,50342072.0,4554.378378378378,
125367.0,50410680.0,4550.864864864865,15.0
136282.0,50481098.0,4547.53031195205,
135234.0,50436878.0,4538.268149904575,91.0
136220.0,50438253.0,4513.690834805499,8.0
136116.0,50439714.0,4510.103570469157,34.0
155420.0,50483442.0,4507.234550808418,60.0
161083.0,50494603.0,4505.954254262866,1.0
136010.0,50437606.0,4489.534814540643,123.0
135131.0,50436785.0,4476.36772585208,187.0
107654.0,50357698.0,4471.27027027027,623.0
159465.0,50488856.0,4461.510593645317,
136450.0,50438684.0,4459.580524483112,75.0
132105.0,50426401.0,4446.540540540541,3.0
140429.0,50451419.0,4446.540540540541,3.0
152073.0,50476379.0,4445.646631728537,110.0
135753.0,50437357.0,4440.147964416539,84.0
123022.0,50404183.0,4416.540540540541,47.0
152071.0,50476358.0,4413.646631728537,121.0
135808.0,50437411.0,4400.901034739887,11.0
135678.0,50437289.0,4398.677367518856,162.0
135544.0,50437176.0,4396.23370919129,66.0
136003.0,50437599.0,4395.687370128737,77.0
135559.0,50436656.0,4373.549619779203,117.0
135805.0,50437408.0,4363.644775483515,25.0
73212.0,50280981.0,4363.351351351352,437.0
71767.0,50304160.0,4361.648648648648,
136051.0,50437650.0,4343.035831320013,4.0
96515.0,50305786.0,4332.351351351352,193.0
136658.0,50438857.0,4331.695158396996,17.0
136730.0,50438936.0,4328.937254554268,
136481.0,50438661.0,4320.169306022875,238.0
159466.0,50488857.0,4309.997789584407,
103675.0,50346965.0,4300.9,90.0
136228.0,50438261.0,4290.730529241094,214.0
135569.0,50436666.0,4286.184667789685,14.0
2185.0,50305783.0,4283.162162162163,2.0
157133.0,50485323.0,4271.048914254321,161.0
108409.0,50359443.0,4269.809106420525,4.0
136176.0,50439774.0,4267.195594002159,91.0
135502.0,50439699.0,4258.380116374246,74.0
