CV,CM,Demanda,Soma de Total Unidades
135985.0,50437581.0,4235.452669294878,124.0
139117.0,50448142.0,4232.235703049121,3.0
102038.0,50341848.0,4223.108108108108,1218.0
135806.0,50437409.0,4217.522945072655,43.0
136069.0,50437667.0,4203.010302811294,130.0
136180.0,50439778.0,4196.484980245315,74.0
135397.0,50437031.0,4173.521355960928,2.0
135697.0,50437308.0,4169.868404347141,247.0
135549.0,50437181.0,4164.629382892596,77.0
162628.0,50497994.0,4155.211970236554,
135537.0,50437169.0,4153.37543588533,50.0
123131.0,50404318.0,4151.27027027027,3089.0
136208.0,50438241.0,4151.097840757913,14.0
135136.0,50436790.0,4145.388127554643,63.0
135826.0,50437427.0,4140.998040517606,176.0
137787.0,50438763.0,4138.160945164066,13.0
135843.0,50437444.0,4137.893238175504,40.0
152784.0,50477309.0,4131.322672261597,
27381.0,50202692.0,4126.891891891892,434.0
135892.0,50437489.0,4098.535081333328,271.0
135752.0,50437356.0,4090.189427457969,86.0
136072.0,50437670.0,4081.194564764463,46.0
135558.0,50436655.0,4074.174344246209,92.0
151033.0,50472700.0,4072.864864864865,
135128.0,50436782.0,4072.566573123835,273.0
136692.0,50438412.0,4069.201023350214,
135314.0,50436950.0,4062.044324352918,73.0
152782.0,50477307.0,4056.491787871508,
135983.0,50437579.0,3986.209686635046,79.0
137799.0,50438874.0,3975.42719288224,22.0
136721.0,50438927.0,3969.833746964974,175.0
135219.0,50436633.0,3953.682801147511,25.0
152781.0,50477306.0,3947.945889635335,
135700.0,50437311.0,3941.222211801507,161.0
135540.0,50437172.0,3940.159290807891,54.0
135083.0,50436739.0,3925.938577359362,100.0
88845.0,50369249.0,3912.45945945946,1257.0
123205.0,50404215.0,3909.7,78.0
135757.0,50437359.0,3895.481562901366,87.0
2550.0,50267176.0,3891.297297297298,188.0
148379.0,50463484.0,3889.153411217234,11.0
135218.0,50436864.0,3886.368133619188,36.0
15500.0,50317330.0,3872.972972972973,89.0
135259.0,50436898.0,3822.616407900513,28.0
140754.0,50453360.0,3813.594594594595,191.0
70996.0,50273828.0,3803.216216216216,21.0
157249.0,50485324.0,3788.797361393848,141.0
57412.0,50368974.0,3778.081081081081,158.0
136202.0,50438235.0,3758.750930419862,23.0
135162.0,50436816.0,3758.155675728316,99.0
152776.0,50477301.0,3744.011171737071,
135520.0,50437152.0,3743.190355699862,71.0
135345.0,50436981.0,3737.302129315729,
136595.0,50438790.0,3714.018272564838,100.0
136281.0,50481097.0,3703.736247790594,
121970.0,50401222.0,3700.513513513513,804.0
136173.0,50439771.0,3692.402618294848,147.0
157537.0,50487037.0,3692.220831153472,
92800.0,50264907.0,3689.189189189189,1012.0
135146.0,50436800.0,3682.090419788284,150.0
136480.0,50438660.0,3675.055050660527,217.0
154820.0,50481628.0,3668.179392607324,187.0
135887.0,50437485.0,3640.105371388591,172.0
162342.0,50496722.0,3621.307705835569,
135313.0,50436949.0,3618.86403503761,64.0
123118.0,50404305.0,3617.964756820105,38.0
152149.0,50476625.0,3605.81018077165,158.0
136005.0,50437601.0,3604.739048436635,83.0
135987.0,50437583.0,3600.997484976262,51.0
140684.0,50452467.0,3599.351351351351,6.0
140390.0,50451392.0,3599.351351351351,6.0
140420.0,50451410.0,3599.351351351351,6.0
135112.0,50436766.0,3593.890578505434,106.0
148589.0,50448151.0,3583.336816617004,139.0
135847.0,50437448.0,3561.035381504291,13.0
139327.0,50446645.0,3546.522343615444,33.0
157250.0,50485325.0,3515.773910405385,193.0
135829.0,50437430.0,3510.613616598172,86.0
135130.0,50436784.0,3500.445815673397,267.0
135142.0,50436796.0,3479.349877571126,13.0
135530.0,50437162.0,3474.75100837467,26.0
136179.0,50439777.0,3467.584165896921,107.0
139142.0,50448178.0,3449.908416648663,17.0
92819.0,50335140.0,3428.027027027027,5800.0
122501.0,50418481.0,3420.621621621622,283.0
92794.0,50368440.0,3414.351351351351,80.0
89247.0,50334986.0,3389.972972972973,258.0
135886.0,50437484.0,3378.544291545757,198.0
157536.0,50487036.0,3359.75182364332,
136022.0,50437618.0,3342.865976572865,122.0
135842.0,50437443.0,3342.322130715389,25.0
150340.0,50472699.0,3340.918918918919,
158156.0,50488157.0,3331.914609833219,32.0
139116.0,50481094.0,3324.365624805183,83.0
136230.0,50438263.0,3317.133479633217,166.0
135531.0,50437163.0,3313.398601256696,55.0
103144.0,50345564.0,3293.351351351351,178.0
136746.0,50438950.0,3283.271944986625,53.0
27384.0,50248862.0,3277.567567567568,430.0
155498.0,50483446.0,3273.758431473112,64.0
9910.0,50316519.0,3259.648648648649,91.0
135521.0,50437153.0,3258.522736095788,27.0
135085.0,50436741.0,3230.440804596625,83.0
135468.0,50437100.0,3227.425895863432,33.0
136000.0,50437596.0,3216.567567567568,10.0
92796.0,50265205.0,3213.837837837838,5800.0
135891.0,50440444.0,3205.72248035929,1119.0
135990.0,50437586.0,3205.562760546761,73.0
135075.0,50436731.0,3196.17643904177,36.0
73211.0,50280982.0,3195.621621621622,420.0
135528.0,50437160.0,3193.595404683731,6.0
136011.0,50437607.0,3187.939679838981,89.0
113404.0,50376271.0,3186.297297297298,740.0
135256.0,50436895.0,3175.808326500375,78.0
152779.0,50477304.0,3173.322888586286,
155497.0,50483445.0,3172.569242283922,28.0
63754.0,50374183.0,3159.243243243243,74.0
135795.0,50437398.0,3158.147283700569,7.0
155424.0,50483449.0,3148.813637904923,48.0
86967.0,50375452.0,3140.918918918919,26.0
99329.0,50402298.0,3138.540540540541,600.0
135395.0,50437029.0,3136.859046963866,8.0
136175.0,50439773.0,3109.322651845062,83.0
27386.0,50248864.0,3107.054054054054,1297.0
135699.0,50437310.0,3099.779302475951,132.0
135394.0,50437028.0,3095.942380514559,20.0
37702.0,50374069.0,3095.702702702702,76.0
140593.0,50452063.0,3091.66,90.0
136474.0,50473134.0,3066.421394021057,178.0
135201.0,50436848.0,3064.068549077937,1.0
153065.0,50477523.0,3055.809644200404,282.0
110829.0,50366778.0,3051.702702702702,420.0
135135.0,50436789.0,3048.280065950277,88.0
136114.0,50439712.0,3045.224570397349,95.0
135418.0,50437050.0,3030.653776729786,40.0
92790.0,50286229.0,3022.27027027027,508.0
129973.0,50422442.0,3015.72972972973,511.0
137780.0,50438734.0,3007.305424890274,100.0
28411.0,50248866.0,3001.135135135135,1291.0
135087.0,50436743.0,2998.737789536303,134.0
27383.0,50202663.0,2993.810810810811,29.0
135532.0,50437164.0,2989.38045015697,135.0
136169.0,50439767.0,2987.913821800703,125.0
136369.0,50438549.0,2985.472355337474,99.0
146896.0,50459830.0,2983.189189189189,6.0
135429.0,50437061.0,2982.147080949861,26.0
67647.0,50310293.0,2980.783783783784,55.0
155196.0,50482576.0,2971.212731873276,1.0
88455.0,50419963.0,2968.297297297298,1280.0
136068.0,50437666.0,2966.991600660241,66.0
125366.0,50410683.0,2964.675675675676,19.0
136076.0,50436709.0,2955.150099790248,28.0
28409.0,50202667.0,2949.621621621622,44.0
136115.0,50439713.0,2944.232700581604,38.0
71601.0,50275959.0,2937.72972972973,1749.0
159464.0,50488855.0,2935.560209126013,
87468.0,50412638.0,2933.027027027027,394.0
136302.0,50438481.0,2928.733709201601,
135570.0,50436667.0,2923.442818092278,28.0
135396.0,50437030.0,2918.051821412506,11.0
136515.0,50438698.0,2905.382357850249,23.0
136177.0,50439775.0,2904.111860940576,72.0
136501.0,50438681.0,2901.000764602566,29.0
135427.0,50437059.0,2899.963142442823,24.0
155194.0,50482574.0,2889.050572037918,3.0
135406.0,50437040.0,2885.773901309699,95.0
140700.0,50452704.0,2882.918918918919,
136021.0,50437617.0,2882.407070916486,30.0
140799.0,50453859.0,2879.945945945946,15.0
154833.0,50482571.0,2878.416991890493,102.0
136267.0,50481091.0,2871.806498853305,3.0
135493.0,50437125.0,2871.129324923704,157.0
136753.0,50438957.0,2850.895868622704,59.0
110460.0,50365899.0,2850.56,854.0
135904.0,50437501.0,2848.0,
135161.0,50436815.0,2847.438293795743,82.0
124750.0,50408337.0,2837.96,1042.0
155422.0,50483447.0,2827.572702021202,38.0
135992.0,50437588.0,2824.988916826188,42.0
152644.0,50503372.0,2819.452296104218,
136231.0,50438264.0,2810.071820024751,127.0
157539.0,50487079.0,2810.058129262011,
159462.0,50488853.0,2808.39767727348,
154822.0,50482560.0,2797.997867081881,223.0
135593.0,50437209.0,2786.117641491366,40.0
135600.0,50437216.0,2780.136127116856,31.0
107649.0,50357693.0,2778.702702702702,226.0
139150.0,50446675.0,2769.62675347125,150.0
155499.0,50483451.0,2759.276559431561,49.0
135820.0,50437421.0,2758.554365208628,266.0
152778.0,50477303.0,2753.941009037437,
135125.0,50436779.0,2751.476745707435,110.0
148332.0,50463620.0,2751.464593913094,20.0
136170.0,50439768.0,2747.988453816044,50.0
136624.0,50438823.0,2740.467217616393,44.0
158168.0,50488169.0,2725.70810853818,
128615.0,50418109.0,2720.837837837838,2770.0
135791.0,50437394.0,2720.024163469559,98.0
78904.0,50374088.0,2697.837837837838,42.0
135178.0,50436831.0,2682.538436183123,87.0
155425.0,50483450.0,2682.303581524682,42.0
135534.0,50437166.0,2680.468721623547,57.0
136182.0,50439780.0,2679.376885696044,26.0
152768.0,50477293.0,2667.871786698655,
135084.0,50436740.0,2665.363220605384,40.0
139131.0,50448145.0,2661.546822300974,43.0
135533.0,50437165.0,2661.494996557351,106.0
110822.0,50366771.0,2660.0,
136321.0,50438500.0,2659.722987224734,72.0
27387.0,50248865.0,2658.405405405405,362.0
135538.0,50437170.0,2651.754921943264,66.0
155197.0,50482577.0,2643.001974968683,1.0
136486.0,50438666.0,2642.952235107236,31.0
135810.0,50437412.0,2635.993571536236,48.0
124226.0,50406930.0,2627.891891891892,815.0
124228.0,50406932.0,2627.891891891892,820.0
51877.0,50389181.0,2608.756756756757,18.0
135564.0,50436661.0,2605.731733071971,30.0
135984.0,50437580.0,2605.143482151114,167.0
161091.0,50494193.0,2604.005137057638,
110827.0,50366776.0,2598.0,
135221.0,50436866.0,2593.352763430597,49.0
112760.0,50373963.0,2591.27027027027,32.0
136473.0,50473133.0,2585.828352077606,157.0
122930.0,50403120.0,2584.14,70.0
135232.0,50436876.0,2582.954822085494,88.0
135547.0,50437179.0,2578.312269087103,37.0
135898.0,50437495.0,2577.65315441456,68.0
103377.0,50422456.0,2573.810810810811,9.0
135160.0,50436814.0,2571.511568792099,160.0
155436.0,50483462.0,2565.72682552623,16.0
159460.0,50488851.0,2551.102711802578,
135504.0,50439819.0,2545.949240291895,124.0
136008.0,50437604.0,2536.588045655194,34.0
155423.0,50483448.0,2518.439873697375,32.0
148343.0,50463631.0,2517.253270102329,
32542.0,50259246.0,2515.081081081081,399.0
136198.0,50438231.0,2510.767400122791,118.0
135897.0,50437494.0,2510.729511156099,31.0
121965.0,50401214.0,2505.162162162162,60.0
135471.0,50437103.0,2500.259127540363,60.0
155195.0,50482575.0,2498.266832714821,3.0
70848.0,50371480.0,2491.864864864865,
70855.0,50371479.0,2491.864864864865,
69726.0,50269721.0,2491.378378378378,21.0
135821.0,50437422.0,2489.700999216065,210.0
158167.0,50488168.0,2489.154800244892,
135703.0,50437314.0,2485.785530199554,69.0
27385.0,50248863.0,2479.864864864865,381.0
146979.0,50460405.0,2473.07290134952,27.0
155285.0,50482014.0,2471.972972972973,11.0
135227.0,50436871.0,2469.025544570619,65.0
135595.0,50437211.0,2468.844955655424,57.0
135503.0,50439818.0,2433.661001337132,14.0
135458.0,50437090.0,2425.723823453801,130.0
136071.0,50437669.0,2419.388848379729,143.0
135962.0,50437560.0,2414.909877829106,
148298.0,50463586.0,2413.067459151814,42.0
135548.0,50437180.0,2407.832403441386,139.0
72179.0,50369162.0,2404.837837837838,25.0
96519.0,50305781.0,2395.837837837838,2726.0
102729.0,50420100.0,2385.810810810811,582.0
158164.0,50488165.0,2376.497315066975,
78937.0,50369411.0,2375.432432432433,736.0
135428.0,50437060.0,2374.666628803872,44.0
92804.0,50394920.0,2374.243243243243,884.0
152810.0,50477538.0,2359.928084572125,185.0
134575.0,50408636.0,2358.324324324324,1634.0
135894.0,50437491.0,2357.226174537666,517.0
136757.0,50438962.0,2355.520167940163,3.0
138034.0,50445038.0,2355.07610288235,3.0
135876.0,50437474.0,2353.153501738122,750.0
135311.0,50436947.0,2350.901028046938,17.0
129799.0,50421563.0,2349.972972972973,387.0
135947.0,50437545.0,2344.266118951721,92.0
136470.0,50472278.0,2344.064727816548,
95575.0,50302809.0,2341.918918918919,
140739.0,50453057.0,2341.918918918919,
90905.0,50412643.0,2340.0,277.0
86956.0,50375453.0,2333.621621621622,23.0
135223.0,50436867.0,2331.250420294331,29.0
135681.0,50437292.0,2328.875084014854,61.0
136184.0,50439833.0,2325.92234786281,11.0
152780.0,50477305.0,2323.046685736268,
88843.0,50369247.0,2322.648648648649,67.0
135551.0,50437183.0,2320.376705602265,26.0
158166.0,50488167.0,2314.275297705937,
115463.0,50381655.0,2309.72972972973,7.0
150665.0,50472601.0,2302.361625881555,19.0
136057.0,50437655.0,2299.146995025902,254.0
136754.0,50438958.0,2297.927507901821,31.0
135848.0,50440442.0,2292.34972773095,115.0
152775.0,50477300.0,2291.250412515572,
108623.0,50360424.0,2290.378378378378,3.0
92793.0,50264904.0,2289.756756756757,141.0
154826.0,50482564.0,2285.261398324933,51.0
93024.0,50412615.0,2283.378378378378,366.0
18978.0,50326563.0,2282.432432432433,
135426.0,50437058.0,2277.92645170973,33.0
136722.0,50438928.0,2277.198932605642,40.0
112762.0,50373965.0,2268.297297297298,15.0
157541.0,50487081.0,2267.27599323507,
135459.0,50437091.0,2266.677997627081,111.0
28410.0,50202669.0,2263.513513513513,25.0
136172.0,50439770.0,2252.741711756012,78.0
136641.0,50438840.0,2248.000144824745,77.0
135398.0,50437032.0,2225.281105939488,7.0
135769.0,50437373.0,2224.291832324998,
135536.0,50437168.0,2224.164813205472,41.0
135089.0,50436745.0,2217.603331896151,69.0
136773.0,50438978.0,2213.140307239757,109.0
136620.0,50438819.0,2207.236176978726,173.0
155193.0,50482573.0,2204.828963998591,59.0
20214.0,50304279.0,2203.378378378378,1323.0
140759.0,50453768.0,2198.783783783784,255.0
135509.0,50439824.0,2198.382672396503,20.0
37700.0,50374071.0,2194.783783783784,61.0
140720.0,50452067.0,2191.081081081081,3.0
135220.0,50436865.0,2183.680028222494,25.0
136207.0,50438240.0,2172.425717909395,
128616.0,50418108.0,2170.648648648649,1413.0
135487.0,50437119.0,2169.024860075314,27.0
139113.0,50448175.0,2165.660683917842,23.0
150666.0,50472602.0,2161.788129749936,13.0
135550.0,50437182.0,2161.705197078475,39.0
95843.0,50303574.0,2153.216216216216,
107656.0,50357700.0,2151.378378378378,352.0
139146.0,50448143.0,2145.54246343395,443.0
158165.0,50488166.0,2139.669900970337,
139149.0,50446671.0,2138.025264012196,
137794.0,50438856.0,2131.303360219356,74.0
162344.0,50496724.0,2130.635908767285,
135325.0,50436961.0,2129.762197318181,38.0
135689.0,50437300.0,2124.280325031012,68.0
135446.0,50437078.0,2120.450396019433,91.0
157253.0,50485328.0,2114.735129065697,169.0
157254.0,50486929.0,2114.735129065697,166.0
157255.0,50486930.0,2114.735129065697,110.0
56417.0,50312627.0,2113.513513513513,41.0
158157.0,50488158.0,2113.147007317641,56.0
157251.0,50485326.0,2102.870042310313,94.0
150230.0,50470895.0,2083.891891891892,4141.0
86728.0,50247511.0,2078.081081081081,
155439.0,50483465.0,2075.913499325311,10.0
139336.0,50449353.0,2069.182339992046,33.0
135124.0,50436778.0,2068.066800554662,106.0
135543.0,50437175.0,2063.560223287072,22.0
135692.0,50437303.0,2062.580738546861,62.0
152774.0,50477299.0,2033.042745499221,
152771.0,50477296.0,2022.626724961407,
136485.0,50438665.0,2022.073157572054,39.0
136033.0,50437629.0,2012.928275687145,81.0
28175.0,50376068.0,2005.27027027027,15.0
135171.0,50436825.0,2004.105394174173,
136734.0,50438940.0,2000.720859678303,9.0
148302.0,50463590.0,1998.336822721799,
125364.0,50410682.0,1998.216216216216,109.0
6386.0,50319901.0,1997.945945945946,361.0
136181.0,50439779.0,1997.844269840783,206.0
136598.0,50438886.0,1994.551478797127,45.0
136761.0,50438966.0,1991.302472962469,119.0
136004.0,50437600.0,1985.409852061599,189.0
2815.0,50398693.0,1982.108108108108,72.0
135228.0,50436872.0,1967.498034233625,77.0
6422.0,50410545.0,1958.72972972973,23.0
136210.0,50438243.0,1955.321713445467,
139147.0,50448130.0,1946.974669229441,78.0
148329.0,50463617.0,1946.046987789537,12.0
135399.0,50437033.0,1944.206018005662,
158158.0,50488159.0,1943.569620414937,51.0
26441.0,50376067.0,1940.162162162162,197.0
7740.0,50377976.0,1939.081081081081,530.0
135620.0,50436671.0,1930.747149337285,156.0
148333.0,50463621.0,1930.346720300207,3.0
146266.0,50452468.0,1928.918918918919,
93028.0,50412616.0,1927.135135135135,444.0
162176.0,50496041.0,1918.740627305629,
152755.0,50477279.0,1917.095990565128,
148297.0,50463585.0,1912.456613180145,9.0
146863.0,50458094.0,1909.918918918919,
136625.0,50438824.0,1909.140309020031,67.0
135844.0,50437445.0,1909.139945449768,29.0
136621.0,50438820.0,1908.07939640067,139.0
136494.0,50438674.0,1907.884760342655,3.0
136758.0,50438963.0,1903.409722372802,2.0
135831.0,50437432.0,1892.808910303894,
27382.0,50202665.0,1891.918918918919,16.0
135400.0,50437034.0,1891.863406337151,11.0
135832.0,50437433.0,1879.331998798723,116.0
136774.0,50438979.0,1876.75327808337,18.0
129797.0,50421569.0,1874.945945945946,546.0
135121.0,50436775.0,1871.298784377731,124.0
157538.0,50487038.0,1869.443703936482,
135129.0,50436783.0,1869.120784585573,133.0
136357.0,50438537.0,1866.660520831155,
135445.0,50437077.0,1866.01556707928,54.0
123129.0,50404316.0,1856.72972972973,68.0
108621.0,50360422.0,1856.108108108108,120.0
139157.0,50448181.0,1854.131578528629,83.0
148296.0,50463584.0,1850.991437725376,32.0
135758.0,50437362.0,1847.469054380864,136.0
135851.0,50437451.0,1846.284500167481,
155430.0,50483456.0,1843.387514660797,12.0
56766.0,50420235.0,1840.540540540541,75.0
136756.0,50438961.0,1830.789032395161,3.0
135312.0,50436948.0,1829.966082723819,21.0
136642.0,50473105.0,1829.621739104769,37.0
115507.0,50381656.0,1827.081081081081,
72180.0,50369163.0,1824.810810810811,8.0
135529.0,50437161.0,1814.535089872549,41.0
153072.0,50477533.0,1814.218492337032,69.0
135599.0,50437215.0,1810.523954425576,31.0
136615.0,50438814.0,1808.428953759046,11.0
139320.0,50449339.0,1805.316579462103,
136489.0,50438669.0,1803.691938399477,60.0
136196.0,50438229.0,1800.875774294677,
135855.0,50437455.0,1800.861481951215,75.0
135759.0,50437363.0,1796.924356443451,128.0
95642.0,50369001.0,1794.991159468891,31.0
135721.0,50437324.0,1791.716942839481,67.0
108626.0,50360467.0,1788.783783783784,129.0
113407.0,50376274.0,1785.405405405405,27.0
135494.0,50437126.0,1777.779413562963,78.0
152757.0,50503369.0,1777.027924911885,
135523.0,50437155.0,1776.375137677083,68.0
135526.0,50437158.0,1770.018110529143,56.0
136396.0,50438576.0,1769.153260846039,129.0
135133.0,50436787.0,1765.262735995491,14.0
146973.0,50473126.0,1763.646962371942,70.0
154821.0,50482559.0,1760.653209204324,6.0
103145.0,50345565.0,1756.891891891892,91.0
69725.0,50269720.0,1751.918918918919,21.0
112811.0,50374359.0,1746.918918918919,
146876.0,50458349.0,1746.918918918919,
2826.0,50396160.0,1744.0,11.0
9468.0,50320939.0,1744.0,5.0
153074.0,50477539.0,1743.996521326613,23.0
92526.0,50264611.0,1738.675675675676,33.0
136446.0,50438626.0,1735.668156671648,47.0
152777.0,50477302.0,1732.348678920732,
135849.0,50437449.0,1727.486453003051,212.0
136197.0,50438230.0,1726.867179103645,
136090.0,50436723.0,1726.675072317387,1.0
148311.0,50463599.0,1723.029078151367,
152756.0,50503168.0,1721.110340972039,
154828.0,50482566.0,1714.42172881747,118.0
155192.0,50482572.0,1711.661847142582,18.0
135624.0,50436675.0,1711.207795274028,8.0
135473.0,50437105.0,1709.585108425036,50.0
136738.0,50438944.0,1704.519040571704,22.0
135888.0,50437486.0,1701.942755344637,141.0
136424.0,50438604.0,1700.936932982852,14.0
155431.0,50483457.0,1696.864982348012,7.0
92802.0,50368439.0,1696.0,235.0
152785.0,50477310.0,1689.039961947715,
148384.0,50463479.0,1688.240915385212,47.0
135457.0,50437089.0,1688.114420092185,71.0
78906.0,50220025.0,1686.27027027027,15.0
135676.0,50437287.0,1682.666774359552,28.0
135092.0,50436748.0,1679.772593473205,57.0
135248.0,50436892.0,1678.347742872332,9.0
135623.0,50436674.0,1676.493451082296,19.0
136435.0,50438615.0,1675.682851451011,40.0
136771.0,50438976.0,1666.354198395763,1.0
152773.0,50477298.0,1657.243688727017,
139330.0,50449351.0,1656.695225102319,
2817.0,50396095.0,1644.702702702703,139.0
139152.0,50446670.0,1643.296121954077,33.0
135077.0,50436733.0,1642.230298368451,36.0
139148.0,50446678.0,1638.572222461726,19.0
135405.0,50437039.0,1636.097598816763,26.0
135621.0,50436672.0,1635.233090896251,87.0
135434.0,50437066.0,1632.137609470847,82.0
162343.0,50496723.0,1624.430481664357,
139111.0,50448163.0,1623.351470457851,3.0
74779.0,50284810.0,1621.0,
135596.0,50437212.0,1619.729053025272,34.0
26384.0,50328772.0,1618.621621621622,251.0
135419.0,50437051.0,1612.362577146835,21.0
136020.0,50437616.0,1609.506768874326,40.0
107364.0,50410526.0,1605.432432432433,20.0
135963.0,50437561.0,1603.401036759866,3.0
113406.0,50376273.0,1601.594594594595,45.0
135198.0,50436845.0,1597.019901356508,
135431.0,50437063.0,1596.324421257395,42.0
139145.0,50446673.0,1596.160989669642,29.0
135612.0,50437228.0,1592.683095165347,45.0
152770.0,50477295.0,1592.28061326749,
135315.0,50436951.0,1591.765254597031,37.0
19908.0,50317909.0,1588.405405405405,18.0
15673.0,50322270.0,1585.918918918919,
135447.0,50437079.0,1583.429587452195,73.0
124356.0,50407387.0,1580.891891891892,
136301.0,50438480.0,1580.123611357557,
136600.0,50438795.0,1578.863692372344,43.0
135988.0,50437584.0,1578.724415909725,138.0
148334.0,50463622.0,1578.431258514562,17.0
135344.0,50436980.0,1575.800944237108,17.0
140743.0,50453121.0,1571.405405405405,6.0
136762.0,50438967.0,1571.085366539196,58.0
71773.0,50276367.0,1569.648648648649,6.0
135497.0,50439813.0,1559.869515644823,56.0
136764.0,50438969.0,1552.003549027547,79.0
135554.0,50437186.0,1551.592361523049,36.0
148323.0,50463611.0,1548.258747863221,1.0
148280.0,50463238.0,1543.216840639369,56.0
154851.0,50482011.0,1540.0,
92795.0,50316472.0,1538.675675675676,176.0
105059.0,50350829.0,1532.33613127327,98.0
155442.0,50483468.0,1530.194680041194,4.0
139112.0,50448140.0,1527.798300541018,15.0
146978.0,50460404.0,1525.95038070443,
146691.0,50459521.0,1524.540540540541,406.0
132970.0,50431701.0,1523.0,
155419.0,50483440.0,1522.215042298345,18.0
135222.0,50436634.0,1521.973807918587,33.0
136643.0,50438842.0,1520.951444039188,52.0
136359.0,50438539.0,1513.234126018658,
75358.0,50396322.0,1511.351351351351,697.0
137777.0,50438718.0,1509.70617540152,112.0
153076.0,50477541.0,1502.111805011803,123.0
130745.0,50423709.0,1494.321345630848,108.0
146974.0,50473142.0,1492.036135291452,89.0
135090.0,50436746.0,1485.256046793042,33.0
152772.0,50477297.0,1485.105244049451,
135433.0,50437065.0,1484.325147159815,70.0
136047.0,50437646.0,1481.750590595615,91.0
135514.0,50437146.0,1475.97568757164,57.0
135885.0,50437483.0,1474.312469345581,142.0
152783.0,50477308.0,1473.866906100757,
102039.0,50341849.0,1469.675675675676,360.0
135989.0,50437585.0,1468.000203882476,83.0
135561.0,50436658.0,1467.014907677874,15.0
135858.0,50437458.0,1463.929547085386,39.0
135598.0,50437214.0,1463.539532490168,37.0
136737.0,50438943.0,1461.016319029016,
6421.0,50410558.0,1460.324324324324,13.0
139144.0,50446672.0,1458.243222991428,32.0
6319.0,50410550.0,1454.783783783784,27.0
136640.0,50438839.0,1450.219910576659,53.0
135165.0,50436819.0,1447.064565791547,440.0
110410.0,50365413.0,1446.378378378378,
123064.0,50404210.0,1446.378378378378,
5870.0,50377970.0,1445.486486486486,636.0
135890.0,50437488.0,1443.886959073336,296.0
136017.0,50437613.0,1436.389049090079,3.0
136278.0,50438457.0,1435.766196525113,1.0
123124.0,50404311.0,1432.972972972973,37.0
135834.0,50437435.0,1432.826547923614,
135553.0,50437185.0,1432.250367970629,23.0
135074.0,50435822.0,1427.565060528808,1.0
136397.0,50438577.0,1426.810900140685,117.0
136704.0,50476515.0,1425.350176008131,
95646.0,50302497.0,1424.122448946235,54.0
148321.0,50463609.0,1422.151293368276,64.0
135150.0,50436804.0,1421.903164195761,37.0
28025.0,50375454.0,1419.27027027027,32.0
139114.0,50448177.0,1418.754794690415,7.0
136083.0,50436716.0,1413.810443616766,109.0
123128.0,50404315.0,1413.0,122.0
135432.0,50437064.0,1407.803592551211,30.0
48387.0,50401913.0,1407.0,
119159.0,50392435.0,1405.162162162162,89.0
136755.0,50438959.0,1404.6847839401,2.0
135994.0,50437590.0,1403.798235807329,15.0
119162.0,50392447.0,1403.243243243243,3557.0
135170.0,50436824.0,1401.102660533573,1.0
154894.0,50483039.0,1395.108108108108,60.0
135260.0,50436899.0,1392.770514699545,128.0
138035.0,50445028.0,1389.486486486486,181.0
128628.0,50418026.0,1377.891891891892,4.0
135474.0,50437106.0,1377.75208916429,38.0
136439.0,50438619.0,1377.476115086666,23.0
148335.0,50463623.0,1377.378356838266,7.0
135614.0,50437230.0,1377.113221751039,29.0
95643.0,50302495.0,1376.135135135135,41.0
122131.0,50401879.0,1374.0,1.0
148299.0,50463587.0,1373.249549010742,8.0
152754.0,50477278.0,1371.849778957489,26.0
86940.0,50338188.0,1368.594594594595,63.0
148341.0,50463629.0,1367.864843324752,8.0
139143.0,50448144.0,1362.703834691592,26.0
135884.0,50437482.0,1361.662679018875,105.0
116687.0,50385812.0,1350.82,10.0
136019.0,50437615.0,1350.021694579498,33.0
73565.0,50282126.0,1349.72972972973,16.0
135597.0,50437213.0,1348.787219828317,44.0
136747.0,50438951.0,1346.271401107915,29.0
91821.0,50413535.0,1344.567567567567,35.0
103142.0,50345562.0,1341.405405405405,406.0
139323.0,50449342.0,1339.961179150923,
135456.0,50437088.0,1336.591583516924,39.0
139154.0,50473123.0,1334.922466725705,77.0
110104.0,50364858.0,1324.0,
135316.0,50436952.0,1322.504632717893,45.0
135134.0,50436788.0,1320.972281331145,64.0
139128.0,50448165.0,1320.67756879246,59.0
69821.0,50407388.0,1317.351351351351,29.0
9025.0,50316089.0,1315.810810810811,36.0
136729.0,50438935.0,1312.648735543496,1.0
136098.0,50439829.0,1309.261450917282,3.0
119158.0,50392434.0,1309.027027027027,77.0
85003.0,50413536.0,1306.756756756757,16.0
160303.0,50492336.0,1301.209381393229,1.0
135425.0,50437057.0,1300.466043891235,19.0
72982.0,50280576.0,1298.702702702703,1.0
155441.0,50483467.0,1290.682889132033,3.0
97373.0,50330588.0,1289.837837837838,140.0
72983.0,50280703.0,1289.27027027027,1.0
135545.0,50437177.0,1287.882823044259,46.0
155437.0,50483463.0,1277.709917256446,17.0
135126.0,50436780.0,1276.211954216847,30.0
136488.0,50438668.0,1272.548405622663,99.0
148325.0,50463613.0,1271.135223247496,8.0
135444.0,50437076.0,1270.656181371125,30.0
135490.0,50437122.0,1270.151239949345,85.0
103140.0,50345490.0,1269.513513513514,209.0
111424.0,50367456.0,1266.594594594595,13.0
29306.0,50217415.0,1266.081081081081,878.0
158155.0,50488156.0,1263.67680881581,26.0
135869.0,50437467.0,1262.487538504358,
135499.0,50439815.0,1245.99479762439,57.0
