codigo_do_material,codigo_de_venda,descrição_do_material,peso_liquido,peso_bruto,comprimento,largura,altura,volume_x
50403547,122943,EKOS MARACUJA POLPA PARA MAOS 250ML LTM,250,297,66.1,66.1,155.8,680.723
50403550,122945,EKOS PIT PRETA POLPA PARA MAOS 40G LTM,40,54,38.5,28.5,124,136.059
50403759,122950,KAIAK URBE EDT MINI 25ML LTM,25,76.1,48,28,94,126.336
50403799,122906,EKOS SH MURUMURU ETIQ PERF BR LTM,0.35,0.35,1.1,1.1,1.1,0.001
50403800,122905,EKOS SH PATAUA ETIQ PERF BR LTM,0.35,0.35,1.1,1.1,1.1,0.001
50403801,122904,EKOS SH MURUMURU ETIQ PERF BR P1,0.45,0.45,1.001,1.001,1.001,0.001
50403802,122908,EKOS SH MURUMURU ETIQ PERF BR P3,0.45,0.45,1.001,1.001,1.001,0.001
50403803,122907,EKOS SH PATAUA ETIQ PERF BR P1,0.45,0.45,1.001,1.001,1.001,0.001
50403804,122903,EKOS SH PATAUA ETIQ PERF BR P3,0.45,0.45,1.001,1.001,1.001,0.001
50403879,123005,AGUAS LAVANDA ETQ PERF LTM,0.35,0.35,1.1,1.1,1.1,0.001
50403880,122996,TODODIA ROMAMORA ETQ PERF LTM,0.35,0.35,1.1,1.1,1.1,0.001
50403881,123004,TODODIA AVELA CASSIS ETQ PERF LTM,0.35,0.35,1.1,1.1,1.1,0.001
50403882,122997,TODODIA ROMAMORA ETQ PERF P3,0.45,0.45,1.001,1.001,1.001,0.001
50403883,123002,TODODIA ROMAMORA ETQ PERF P1,0.45,0.45,1.001,1.001,1.001,0.001
50403884,122995,LUNA CLUTCH NECESSAIRE,103,110,170,10,255,433.5
50403885,122998,TODODIA NECESSAIRE PORTA OBJ,73,82,166,33,245,1342
50403886,122991,TODODIA NECESSAIRE,53,68,200,10,345,690
50403899,122992,UMA NECESSAIRE PORTA MAKE,19,28,240,5,170,204
50403901,123001,KIT UNA MINI PINCEIS,33.1,35.1,120,35,120,504
50403910,123003,CPV LAPIS 2023 PLA,1,27,40.5,8,192,62.208
50403941,123009,HUMOR SAB BARRA SORTIDOS 3X90G,270,292.37,78,78,81,492.804
50403969,123008,BIOGRAFIA CLASS SAB BARRA 90G,90,110,78,30,80,187.2
50403972,123050,KAIAK CLASSICO FEMININO DES COL 25ML,21.25,88.5,40,28,116,129.9
50403983,17768,BIOGRAFIA DES CORP ASSINATURA FEM 100ML,88,134,56,42,133,312.82
50404023,123016,ESSENCIAL EXC FEM MINI CAIXA,49,58,199,4,373,297
50404025,123018,CPV BOLSA TIRACOLO MAES 2023,108,125,199,33,342,2246
50404135,123024,FACES BATOM LIP TINT PINK PLAY,4.25,17.8,24,24,85,49
50404145,123052,TDIA CARAM MAND HIDRA MAOS 50ML,50,68.15,49,36,116,204.624
50404152,123019,KRISKA SAB LIQ ILUM 125ML,125,161,55,41,170,383.35
50404153,123055,SEVE LIRIOS DES HID CORP 300ML,300,357.57,75,75,168,945
50404154,123056,UNA KIT ESMALTE SERUM,17,80.5,45,29,126,164.43
50404157,97135,LUNA FASC DES SPRAY CORP 100ML,87,134,56,44,133,327.712
50404158,9461,SEVE LIRIOS OLEO DES CORP 200ML,180,225,76,53,125,503.5
50404159,73896,ILIA OLEO DES CORP 150ML,150,200,44,44,157,303.952
50404160,83008,LUNA FASC DES COL FEM 75ML,64,249.715,57,57,161,523.089
50404164,123059,TDIA SAB BARRA SORTS 5X90G,450,483,75,72,155,837
50404166,123061,TDIA CARAM MAND SAB BARRA 5X90G,450,475,75,72,155,837
50404171,123025,FACES BATOM LIP TINT ROXO GO,4.25,17.8,24,24,85,49
50404173,123021,FACES BATOM MULTIMIX CREM ROSA ICON,3.5,17.8,23,23,63,33.327
50404183,123022,CPV CANECA CERAMICA MAES 2023,382,382,120,110,110,1452
50404210,123064,BIOGRAFIA ENCONTROS SAB BARRA FEM 90G,90,110,78,30,80,187.2
50404211,123065,BIOGRAFIA ENCONTROS SAB BARRA MASC 90G,90,99.3,58,30,88.5,153.99
50404212,123066,HUMOR A DOIS SABONETE BARRA 90G,90,103,71,31,71,156.271
50404213,123779,KAIAK AVENTURA DES COL FEM 25ML,25,88.5,40,28,116,129.92
50404214,123158,HUMOR A DOIS DES COL MASC 25ML,25,112.4,61.5,28.5,94.5,165.635
50404222,123072,HUMOR CAIXA BOMBOM,44,52,192,3,441,254
50404305,123118,TODODIA DEO ROLL ON PREB TAMARA 70ML,70,121.92,57,56,86,274.512
50404309,123122,TODODIA DEO ROLL ON PREB ALGOD 70ML,70,121.92,57,56,86,274.512
50404311,123124,TODODIA DEO ROLL ON PREB FLOR LIS 70ML,70,121.92,57,56,86,274.512
50404317,123130,TODODIA DEO ROLL ON PREB CASSIS 70ML,70,121.92,57,56,86,274.512
50404319,123132,TODODIA DEO ROLL ON PREB GRAVIO 70ML,70,121.92,57,56,86,274.512
50404320,123133,TODODIA DEO ROLL ON PREB MACADAMIA 70ML,70,121.92,57,56,86,274.512
50404533,123157,ERVA DOCE REFIL DEO CORPORAL 100ML,88,114,56,42,105,247
50404534,114275,ESSENCIAL OLEO DES FEM 150ML NC,137,188,45,45,157,318
50404649,116585,LUNA ROSE EDT 75ML LTM,64,247.76,56,53,159,471.912
50404650,37701,PLANT COND REVIT POS QUIMICA 300ML NV,295,335,68,40,200,544
50404651,18534,SOU SHAMPOO CABELO COLORIDO 200ML NV,204,209.3,128,30,140,537.6
50404788,39078,ILIA AMOSTRA EDP LATAM 3X1ML TERC NV,3,10.2,180,5.5,90,89.1
50404790,123736,HUMOR TRANSFORMA AMOST DES COL 1 ML TERC,32.68,233.1,91.5,58,250,1326.75
50404791,27238,EKOS BALSAM DES HID TUKUMA 200G TERC,200,269.429,94.8,94.8,58.5,525.742
50404792,123701,ET PERFUMADA CAPITIU LTM,0.35,0.35,1.1,1.1,1.1,0.001
50404793,123735,EKOS BALSAM DES HID TUKUMA 200G TERC LTM,200,269.429,94.8,94.8,58.5,525.742
50404845,125478,TBS CARTUCHO TRIO MAOS NATAL 22,18,18,115,3,371,128
50404874,125479,TBS ENVELOPE NATAL 22,30,30,196.5,3,320,188.64
50404900,125480,TBS CARTUCHO SAZONAL NATAL 22,30,30,75,77,222,1282.05
50404905,125481,TBS BERCO VIT C EDELW NATAL 22,45,45,198,4.4,177.5,154.64
50404907,125482,TBS EMB PRESENTE HOME FRAG 22,53,53,230,1.5,330,113.85
50404912,123737,FITAS OLFATIVAS PCT 50 EN C15 2022,1,1,80,50,1.5,6
50405542,123743,ILIA CLASSICO FEM EDP 50ML GBL,42.45,212.45,64,54,78,269.568
50405543,123744,ILIA SECRETO EDP FEM 50ML GBL,42.45,212.45,64,54,78,269.568
50405544,68977,ILIA SECRETO EDP AMOST TERC 3X1ML LTM,3,10.2,180,5.5,90,89.1
50405545,68978,ILIA SECRETO EDP DEMO TERC 4ML LTM,3.4,9.5,15,15,57,12.825
50405609,123738,UNA ACESSORIO CURVEX,1,39.9,52.5,39,108,221.13
50405661,123747,NATURA HOMEM TRIO DE SAB BARRA 3X90G,270,284.84,82,62,72,366.048
50405662,123748,KAIAK URBE HIDRA SPRAY POS BARBA 150ML,150,185,53,53,152,426.968
50405663,123749,KAIAK URBE SHAMPOO CABELO CORPO 100ML,100,127,55,41,152,342.76
50405664,123833,NATURA HOMEM TRIO EDT MINI 3X25ML,75,413.27,217,34,122,900.116
50405706,123780,NAT HOMEM ESSENCE EDP AMO 3X1ML TERC,2.58,10.2,180,5.5,90,89.1
50405707,123778,NAT HOMEM ESSENCE EDP 100ML GBL,85,349,88,42,134,495.264
50406011,123876,EKOS SAB BAR MARAC ESFO CREM 2X100G,205,220,80,58,51,236.6
50406012,123877,EKOS SAB BAR CRM PIT VER E PRT 6X25G LTM,150,175,200,60,32,384
50406016,123881,MMBB NECESSAIRE SAQ MOMENTO PASSEIO,32,32,265,170,5,225.25
50406255,123950,TODODIA SPRAY DES PERF AMX GEN RS 200ML,174,222,51,51,188,488.99
50406256,123951,TODODIA ROMA E AMORA DES HIDR CORP 80ML,80,105.4,55,41,135,304.425
50406430,124051,LUNA VIVA AMOST DES COL FEM 1ML TERC,32.68,233.1,91.5,58,250,1326.75
50406679,124129,MMBB BOLSA 2023 SEM FLORESTA,720,720,430,79,263,8934
50406681,124131,MMBB MOCHILA PAIS 2023 SEM FLORESTA,480,480,260,90,380,8892
50406742,128423,FACES MASCARA FACIAL HIDRA ILUMINADORA,50,73.68,48,36,115,198.72
50406895,124191,NATURA HOMEM CLASS SAB BARRA 90G,90,103,71,31,71,156.271
50406896,124192,KAIAK CLASC DES COL MASC 25ML,86,86,95,50,30,142.5
50406898,124195,ESSENCIAL INT HID BALM POS BARBA 75ML,75,102,55,41,145,326.975
50406899,124196,ESSENCIAL CLAS SHAMPOO MASC 300ML,300,333,50.5,50.5,195.5,498.574
50406900,124197,HUMOR A RIGOR DES COL MASC 75ML,63,260.8,87,44,126,482.328
50406901,124198,ESSENCIAL INT DES CORP MASC 100ML,88,134,56,44,133,327.712
50406903,124200,ESSENCIAL INT CREME PARA BARBEAR 75G,75,102,55,41,145,326.975
50406906,124203,KAIAK PULSO SAB BARRA 90G,90,110,75,28,81,170
50406907,124204,SR N SABONETE BARRA 2X90G,180,196.5,58,58,88.5,297.714
50406912,124208,KRISKA CLASSICO ALCOOL LIQ 25ML TESTE,21.75,129,50,45,130,292.5
50406918,124214,KAIAK OCEANO FEM DES ROLLON INVIS 75ML,75,117,49,51,108,269.892
50406923,124219,KAIAK AVENTURA FEM DES ROLLON INVIS 75ML,75,117,49,51,108,269.892
50406932,124228,HUMOR LIBERTA DEO CORPORAL REFIL 100ML,88,113.77,56,42,103,242.256
50407324,97152,EKOS SAB BAR MARACUJA MASSAGE 100G TERC,100,110,63,45,103,292.005
50407341,98246,TBS GINGER SHAMPOO 250ML IMP,250,288,58,58,135,454.14
50407342,124357,TBS EDELWEISS SERUM FACIAL 50ML IMP,50,148.2,40,40,113.5,181.6
50407343,98358,TBS VIT C HIDRA FACIAL FPS 30 50ML IMP,50,57,50,50,120,300
50407344,98579,TBS OOL SERUM FACIAL 30ML IMP,30,143.2,46,44,106,214.544
50407345,124319,UNA EST MAQ PALETTE STUDIO,45.21,53.21,150,53.5,14.5,116.36
50407383,124353,EKOS POLPA HIDRA MAOS ACAI 40G,40,54,38.5,28.5,124,136.059
50407385,124354,EKOS NECTAR HIDRA MAOS MARACUJA 40G,40,54,38.5,28.5,124,136.059
50407386,124355,EKOS POLPA HIDRA MAOS TUKUMA 40G,40,54,38.5,28.5,124,136.059
50407387,124356,EKOS POLPA HIDRA MAOS UCUUBA 40G,40,54,38.5,28.5,124,136.059
50407388,69821,EKOS POLPA HIDRA MAOS CASTANHA 40G,40,54,120,30,30,108
50407492,124366,AESOP EXALTED SERUM OLHOS AMOSTRA 0 75ML,4,4.18,50,10,69,34.5
50407494,124367,AESOP EXALTED SERUM OLHOS 15ML,2,2.66,28.5,28,67,53.46
50407720,124399,HUMOR PAZ E HUMOR SAB BARRA 1X90G,90,103,71,31,71,156.271
50408034,124708,ESSENCIAL SUPREME DES CORP MASC 100ML,88,134,56,44,133,327.712
50408063,98283,TBS VIT C CREME ILUMINADOR 30MLIMP,30,40.2,30.25,30.25,107.7,98.552
50408064,125277,TBS AVOCADO IOGURTE HIDRA CORP 200ML IMP,200,240,71,71,76,383.116
50408065,98345,TBS TEA TREE SAB LIQ FACIAL 250ML IMP,250,280,56,56,164,514.304
50408066,98626,TBS GT LEMON HIDRA FACIAL 100ML IMP,100,114,40,40,150,240
50408067,98575,TBS B MUSK SAB LIQ CORP 250ML IMP,250,300,48,48,179,412.416
50408068,98451,TBS MANGO MANTEIGA LABIAL 10ML IMP,10,17.6,40.2,40.2,24.1,38.947
50408069,98624,TBS GUARANA COF HID FACIAL 100ML IMP,100,122,40,40,158,252.8
50408070,98361,TBS BANANA SHAMPOO 250ML IMP,250,288,58,58,135,454.14
50408071,98577,TBS VIT C HIDRATANTE FACIAL 50ML IMP,50,170.2,60,60,50,180
50408072,98708,TBS CHARCOAL SAB LIQ FACIAL 125ML IMP,125,140,40,40,166,265.6
50408097,124672,AESOP APRON AVENTAL PEQUENO,0.27,0.3,300,260,20,1560
50408098,124671,AESOP APRON AVENTAL MEDIO,0.27,0.3,300,260,20,1560
50408099,124670,AESOP APRON AVENTAL GRANDE,0.27,0.3,300,260,20,1560
50408326,98644,TBS ALOE CREME LIMP FACIAL 250ML IMP,250,295,58,58,149,501.236
50408327,98484,TBS TEA TREE ESFOL FACIAL 100ML IMP,100,114,40,40,150,240
50408328,98432,TBS VIT E HIDRATANTE OLHOS 15ML IMP,15,18.2,19,19,107.9,38.952
50408329,98453,TBS SHEA SAB BARRA 100G IMP,100,103,75,47,25,88.125
50408330,98646,TBS ALOE TONICO FACIAL 250ML IMP,250,295,58,58,149,501.236
50408331,98532,TBS ALMOND MILK MASCARA FACIAL 75ML IMP,75,265,67.5,69,67,312.05
50408332,98415,TBS COFFEE MASCARA FACIAL 75ML IMP,75,265,67.5,69,67,312.05
50408333,124764,TBS P FRUIT SAB LIQ CORP 250ML IMP,250,288,58,58,135,454.14
50408334,98417,TBS SKIN DEF MIST FACIAL FPS30 60ML IMP,60,80,37,37,110,150.59
50408337,124750,SEVE AMENDOAS DOCE DESO HIDRA PUMP 300ML,300,357.57,75,75,168,945
50408340,124747,AGUAS VIOLETA SAB LIQUIDO 150ML,150,186,67,52,153,533.052
50408341,124749,LUNA INTENSO SAB LIQUIDO ESFOLIANTE 80G,80,105.4,55,41,135,304.425
50408344,124762,TODODIA HIDRA MAOS UVA ROSA E ROMA 50ML,50,68.15,49,36,116,204.624
50408359,124761,BANNER ENTRADA EN C17 2022,270,270,280,370,20,2072
50408360,124754,SAIA DE MESA ILHAS PCT4 EN C17 2022,100,100,230,200,10,460
50408361,124751,BACKDROP PCT2 EN C17 2022,600,600,280,350,20,1960
50408365,124752,LAMINAS PLAQUINHAS PCT 3 EN C17 2022,242,242,350,260,6,546
50408369,124757,PRECIFICADOR BRASIL PCT 50 EN C17 2022,302,302,195,100,50,975
50408888,75088,TBS SAKURA NO KI SAB BARRA 100G,100,102,75,47,25,88.125
50408889,95476,TBS FLORES LOLITA SAB BARRA 100G,100,102,75,47,25,88.125
50408890,75086,TBS LEITE DE BAOBA SAB BARRA 100G,100,102,75,47,25,88.125
50408891,75087,TBS LEITE DE BAOBA SAB BARRA ESF 100G,100,102,75,47,25,88.125
50408892,75090,TBS STRAWBERRY SAB BARRA 100G,100,102,75,47,25,88.125
50408893,75091,TBS MORINGA SAB BARRA 100G,100,102,75,47,25,88.125
50408894,119164,LUNA VIVA 75 ML EDT LTM,64,247.76,56,53,159,471.912
50409347,125047,TOTEN NATURA PAY EN C18 2022,126,126,300,220,6,396
50410012,125141,EKOS HIDRA DES CRP ANDIROBA 400ML,400,444,75,75,184,1035
50410013,125140,EKOS MOCA HIDRA DES CORPORAL 250ML,250,297,66.1,66.1,155.8,680.723
50410048,125241,EKOS POLPA MAOS TUKUMA 75G,75,97,48,36,132,228
50410049,125235,EKOS DES HIDRA TUKUMA 400ML,400,457,74,74,185,1013
50410052,125232,EKOS DES HIDRA TUKUMA 400ML LTM,400,456.865,74.2,74.2,182.3,1003.67
50410142,125259,MINI BANNER EN C18 2022,25,25,200,230,3,138
50410175,57348,NATURA HOMEM CLASS DEMO EDT 4ML LATAM NV,3.4,9.5,15,15,57,12.825
50410195,125260,LAMINA INSTAGRAMAVEL EN 2023,325,325,310,260,70,5642
50410200,125248,TODODIA SAB LIQ CORP CIR Y FLOR CE 290G,302,336,63,63,160,635.04
50410207,125250,SEVE AMENDOAS CEREJA SABONET BAR EMB 90G,90,101,70,36,77,194
50410266,125945,TBS BRIT ROSE SAB LIQ ESF CORP 200ML IMP,200,218,50,50,170,425
50410299,125297,ET PERFUMADA VOZINHO P3,0.45,0.45,1.001,1.001,1.001,0.001
50410300,125293,ET PERFUMADA VOZINHO P1,0.45,0.45,1.001,1.001,1.001,0.001
50410301,125296,ET PERFUMADA VOZINHA P1,0.45,0.45,1.001,1.001,1.001,0.001
50410302,125294,ET PERFUMADA VOZINHA P3,0.45,0.45,1.001,1.001,1.001,0.001
50410389,99187,AVON ENCANTO SAB BARRA SEDUTORA NF 4X80G,352,352,136,75,75,765
50410390,125298,ESSENCIAL EXCLUSIVO DES HID MAOS FEM 40G,40,54.95,42,31,116,151.032
50410391,125524,KAIAK AVENT SAB LIQ SHOWER GEL FEM 200ML,200,248.97,67,51,179.5,613.351
50410504,4953,FACES BATOM COLOR HID FPS8 ROXO 603 ABM,3.5,21.5,27,25,76,51.3
50410506,6606,FACES BT COLOR TINT FPS8 LARANJA 714 ABM,3.5,21.5,27,25,76,51.3
50410517,107362,FACES BATOM COLOR HID FPS8 LILAS 901 ABM,3.5,21.5,27,25,76,51.3
50410521,107359,FACES BATOM COLOR HID FPS8 ROSA 204 ABM,3.5,21.5,27,25,76,51.3
50410524,107363,FACES BATOM COLOR HID FPS8 ROXO 680 ABM,3.5,21.5,27,25,76,51.3
50410525,10161,FACES BATOM COLOR TINT FPS8 ROXO 612 ABM,3.5,21.5,27,25,76,51.3
50410526,107364,FACES BATOM COLOR HID FPS8 ROSA 280 ABM,3.5,21.5,27,25,76,51.3
50410528,93840,UNA BATOM ACETINADO EM OLEO VINHO ABM,7,34.2,27,25,76,51.3
50410529,4960,FACES BATOM COLOR HID FPS8 VERM 120 ABM,3.5,21.5,27,25,76,51.3
50410530,6590,FACES BT COLOR TINT FPS8 CORAL 808 ABM,3.5,21.5,27,25,76,51.3
50410534,6588,FACES BATOM COLOR TINT FPS8 VERM 117 ABM,3.5,21.5,27,25,76,51.3
50410535,107365,FACES BT COLOR HID FPS8 LARANJA 777 ABM,3.5,21.5,27,25,76,51.3
50410536,6585,FACES BATOM COLOR HID FPS8 PINK 315 ABM,3.5,21.5,27,25,76,51.3
50410537,93841,UNA BATOM ACETINADO EM OLEO ROSA ABM,7,34.2,27,25,76,51.3
50410538,6589,FACES BATOM COLOR TINT FPS8 PINK 320 ABM,3.5,21.5,27,25,76,51.3
50410539,93845,UNA BATOM ACETINADO EM OLEO NUDE ABM,7,34.2,27,25,76,51.3
50410540,6586,FACES BT COLOR TINT FPS8 VINHO 532 ABM,3.5,21.5,27,25,76,51.3
50410541,93839,UNA BATOM ACETINADO EM OLEO VERMELHO ABM,7,34.2,27,25,76,51.3
50410542,97044,FACES BATOM COLOR HID FPS8 ROSA 215 ABM,3.5,21.5,27,25,76,51.3
50410545,6422,FACES BAT COLOR HID FPS8 MARROM 470 ABM,3.5,21.5,27,25,76,51.3
50410546,107360,FACES BATOM COLOR HID FPS8 PINK 208 ABM,3.5,21.5,27,25,76,51.3
50410547,93844,UNA BATOM ACETINADO EM OLEO ROSE ABM,7,34.2,27,25,76,51.3
50410549,6423,FACES BT COLOR HID FPS8 VERMELHO 145 ABM,3.5,21.5,27,25,76,51.3
50410550,6319,FACES BATOM COLOR HID FPS8 VINHO 540 ABM,3.5,21.5,27,25,76,51.3
50410552,93842,UNA BATOM ACETINADO EM OLEO VIOLETA ABM,7,34.2,27,25,76,51.3
50410553,3379,FACES BATOM COLOR HID FPS8 CORAL 805 ABM,3.5,21.5,27,25,76,51.3
50410554,6263,FACES BATOM COLOR HID FPS8 VINHO 520 ABM,3.5,21.5,27,25,76,51.3
50410555,10162,FACES BATOM COLOR TINT FPS8 ROSA 210 ABM,3.5,21.5,27,25,76,51.3
50410558,6421,FACES BATOM COLOR HID FPS8 ROSA 200 ABM,3.5,21.5,27,25,76,51.3
50410559,6587,FACES BATOM COLOR TINT FPS8 ROSA 225 ABM,3.5,21.5,27,25,76,51.3
50410560,93843,UNA BATOM ACETINADO EM OLEO MARROM ABM,7,34.2,27,25,76,51.3
50410561,107361,FACES BT COLOR HID FPS8 CASTANHO 406 ABM,3.5,21.5,27,25,76,51.3
50410678,125365,NAT HOMEM ELO SHAMPOO 200ML,200,248.97,67,51,180,615.06
50410680,125367,NAT HOMEM ELO DEO PARF AMO 3X1ML TERC,3,10.2,180,5.5,90,89.1
50410681,128750,NAT HOMEM ELO 2EM1 BARBA 75 ML,75,102,55,41,150,338.25
50410682,125364,NAT HOMEM DES ELO ROLLON ANTI 75ML,75,117,49,51,108,269.892
50410683,125366,NAT HOMEM ELODEO PARF 100ML,85,349,88,42,134,495.264
50410789,122457,TODODIA SAB BARRA SORT MAES23 5X90G TERC,450,483,75,72,155,837
50410794,122459,TODODIA SABO BARRA ROMA E AMORA 90G TERC,90,99,75,33,75,185.625
50410801,122124,ESSENCIAL CLAS SAB BARRA FEM 110G TERC,110,125.2,74,30,74,164.28
50410808,125372,LAMINA SARRAFO EN C18 2022,1,435,440,260,7,800.8
50411161,71224,HORUS DES COL MASC 100ML NV,100,309.735,80,38,145,440.8
50411420,106585,MMBB SAB EM BARRA SORTIDO 6X100G NV,600,690.5,169,96,66,1070.78
50411421,125728,TODIA AVELA CASS FELIZ DES HID CORP 80ML,80,105.4,55,41,135,304.425
50411424,125729,TODIA MACADAMIA FELIZ DES HIDR CORP 80ML,80,105.4,55,41,135,304.425
50411426,125734,ESSENCIAL UNICO FEM EDT ETIQ PER 23 LTM,0.266,0.266,1.1,1.1,1.1,0.001
50411427,125725,ESSENCIAL UNICO MAS EDT ETIQ PER 23 LTM,0.266,0.266,1.1,1.1,1.1,0.001
50411428,125727,LUNA ROSE DES COL CDX ETIQ PERF P1,0.45,0.45,1.001,1.001,1.001,0.001
50411429,125724,LUNA ROSE DES COL CDX ETIQ PERF P3,0.45,0.45,1.001,1.001,1.001,0.001
50411430,125709,KAIAK K PREMIUM CDX ETIQ PERFUMADA P1,0.45,0.45,1.001,1.001,1.001,0.001
50411431,125721,KAIAK K PREMIUM CDX ETIQ PERFUMADA P3,0.45,0.45,1.001,1.001,1.001,0.001
50411432,125723,KAIAK K PREMIUM CDX ETIQ PERFUMADA P3,0.45,0.45,1.001,1.001,1.001,0.001
50411433,125726,TODODIA MACADAMIA CDX ETIQ PERFUMADA P1,0.45,0.45,1.001,1.001,1.001,0.001
50411434,125708,TODODIA MACADAMIA CDX ETIQ PERFUMADA P3,0.45,0.45,1.001,1.001,1.001,0.001
50411436,125722,LUMINA CACHOS CDX ETIQ PERF P1,0.45,0.45,1.001,1.001,1.001,0.001
50411441,125706,LUMINA CACHOS CDX ETIQ PERF P3,0.45,0.45,1.001,1.001,1.001,0.001
50411443,125705,ESSENCIAL OUD DEO PARFUM FEM CDX ETI P1,0.45,0.45,1.001,1.001,1.001,0.001
50411451,125720,ESSENCIAL OUD DEO PARFUM FEM CDX ETI P3,0.45,0.45,1.001,1.001,1.001,0.001
50492213,136076,300 KMH EDT POWER 100ML,100,298,65,33,163,349.63
50492214,135848,300 KMH EDT PULSE 100ML,100,300,65,33,163,349.63
50492215,135849,300 KMH EDT TURBO 100ML,100,296,65,33,163,349.63
50492216,135806,BLACK ESSENTIAL EDT INT 100ML,100,308,68,38,130,335.92
50492217,135807,BLACK ESSENTIAL EDT LEATHER 100ML,100,312,71,38,130,350.74
50492218,135804,BLACK ESSENTIAL EDT DARK 100ML,100,300,68,38,124,320.42
50492219,135805,BLACK ESSENTIAL EDT HOT 100ML,100,310,69,38,126,330.37
50492220,135808,BLACK ESSENTIAL EDT ORIG AZUL 100ML,100,300,68,38,124,320.42
50492221,135810,BLACK ESSENTIAL EDT SECRET 100ML,100,312,70,49,126,432.18
50492222,135809,BLACK ESSENTIAL EDT REAL 100ML,100,300,68,38,124,320.42
50492223,135890,PUR BLANCA EDT CHARME 75ML,75,226,48,30,165,237.6
50483880,2550,LUNA RADIANTE DES COL FEM 75ML RE TERC,2461,246,160,56,53,474.88
50411929,125798,TODODIA RF PERF SPRAY AMB CAMLAV 200ML,200,222,71.8,38.5,160.7,444.223
50411935,129925,EKOS DES CORP TUKUMA CDX ETIQ PERF BR P1,0.45,0.45,1.001,1.001,1.001,0.001
50411936,129927,EKOS DES CORP TUKUMA CDX ETIQ PERF BR P3,0.45,0.45,1.001,1.001,1.001,0.001
50411937,97881,ESSENCIAL VANILA MASC CDX ETIQ PERFM P1,0.45,0.45,1.001,1.001,1.001,0.001
50411938,97880,ESSENCIAL VANILA MASC CDX ETIQ PERFM P3,0.45,0.45,1.001,1.001,1.001,0.001
50411939,70918,MMBB COLONIA LARANJ CDX ETIQ PERF P1,0.45,0.45,1.001,1.001,1.001,0.001
50411940,129929,MMBB COLONIA LARANJ CDX ETIQ PERF P3,0.45,0.45,1.001,1.001,1.001,0.001
50411941,129928,LUNA FEMININO ETIQUETA PERFUMADA CDX P1,0.45,0.45,1.001,1.001,1.001,0.001
50411942,129926,LUNA FEMININO ETIQUETA PERFUMADA CDX P3,0.45,0.45,1.001,1.001,1.001,0.001
50412013,125943,EKOS PITANGA PRETA ETIQ PERF P1,0.45,0.45,1.001,1.001,1.001,0.001
50412014,125944,EKOS PITANGA PRETA ETIQ PERF P3,0.45,0.45,1.001,1.001,1.001,0.001
50412015,125942,EKOS PITANGA PRETA ETIQ PERF LTM,0.35,0.35,1.1,1.1,1.1,0.001
50412024,125935,CPV CANECA CERAMICA PAIS 2023,1,354,120,107,112,1438
50412027,125932,CPV ESTOJO 2023,28,38,170,23,256,1001
50412039,125947,KAIAK O2 FEM DES COL 100 ML,85,300,59,46,176,477.66
50412396,126057,TODODIA CAMOMILA LAVANDA ETIQ PERF P1,0.45,0.45,1.001,1.001,1.001,0.001
50412397,126056,TODODIA CAMOMILA LAVANDA ETIQ PERF P3,0.45,0.45,1.001,1.001,1.001,0.001
50412399,126058,TODODIA CAMOMILA LAVANDA ETIQ PERF LT,0.266,0.266,1.1,1.1,1.1,0.001
50412600,73567,EKOS FRESCOR CASTAN DES COL RF 150ML NV,127.5,161.7,71.7,41.5,138.4,411.816
50412603,77989,FACES BATOM MATTE MARSALA,3.5,17.8,23,23,63,33.327
50412606,12181,FACES BATOM MATTE VINHO SHOT AMOR,3.5,17.8,23,23,63,33.327
50412617,12178,FACES BATOM MATTE ROSA CANDY AMOR,3.5,17.8,23,23,63,33.327
50412642,12179,FACES BATOM MATTE AZUL CYBER AMOR,3.5,17.8,23,23,63,33.327
50412955,126220,LAMINA PRECIFICADOR BR PCT 62 EN C19,426,426,100,90,80,720
50412956,126219,LAMINAS DE MESA PCT 5 EN C19 2022,654,654,440,260,10,1144
50413147,126264,NATURE LUVA PARA BANHO,37,37,200,11,265,583
50413176,126267,CAIXA TRANSVERSAL SELO M,108,108,410,205,4,336.2
50413531,105026,FACES GEL GLITTER 80G S CT,80,105.4,55,41,135,304.425
50413533,105024,FACES HID MASCARA 50ML S CT,50,73.68,48,36,115,198.72
50413536,85003,FACES MASCARA POROS STOP PORES S CT,50,73.68,48,36,115,198.72
50413687,126481,NATURA HOMEM ELO ETIQ PERFM 2022 P1,0.45,0.45,1.001,1.001,1.001,0.001
50413688,126482,NATURA HOMEM ELO ETIQ PERFM 2022 P3,0.45,0.45,1.001,1.001,1.001,0.001
50413690,126867,LUMINA LEAVE IN PROT COND 150ML LTM TERC,150,184.5,42,42,179,315.75
50413691,126485,LUMINA RF SH LOIROS GRISALHO 300ML,300,314,80,43,193,664
50413692,126484,LUMINA RF SH ANTIRESSIDUOS 300ML,300,314,80,43,193,664
50413694,126480,LUMINA MASC COND RESTAURADORA 220ML LTM,220,271,56,56,141,442.17
50413697,126478,LUMINA SHAMPOO REVITALIZANTE 220ML LTM,220,271,56,56,141,442.17
50413805,126582,HUMOR TRANSFORMA EDT GBL 75 ML,63.75,263,75,44,163,537.9
50414236,88149,UNA SENSES DEO PARF AMOS 3X1 ML TERC NV,3,10.2,180,5.5,90,89.1
