codigo_do_material,codigo_de_venda,descrição_do_material,peso_liquido,peso_bruto,comprimento,largura,altura,volume_x
50243996,85421,ILIA SABONETE LIQUIDO 125ML NAM18,125,161,55,41,170,383.35
50243995,85420,ILIA DES HIDRATANTE CORPORAL 125ML NAM18,125,161,55,41,170,383.35
50243994,85416,HUMOR DA MINH VIDA DES H CORP 200MLNAM18,200,248.97,67,51,179.5,613.351
50243582,85312,TODODIA SPRAY CRP ORQUI 200ML LATAM,176,226,55,55,168,508.2
50243580,85310,SEVE DES HID AMORA AMEND 80ML NAMO18,80,105.4,55,41,135,304.425
50243572,85306,TODODIA HIDRA TRIO INVERNO NAMO18 INT,240,329.23,194,45,130,1135
50243555,85300,TODODIA SAB BAR FRAM PIM VER 4X90G LATAM,360,405.4,151,149,26,584.974
50243552,85300,TODODIA SAB BAR FRAM PIM VER 4X90GTER LT,360,405.4,151,149,26,584.974
50243532,85252,TODODIA HID LABIAL FPS15 AVEL CASS TERC,5,14.6,19,19,68,24.55
50243529,85253,TODODIA HID MAOS NOZ PECA KAR FRIDA 50ML,50,68.15,48,36,115,198.72
50243528,85250,TODODIA HID MAOS MACADAMIA FRIDA 50ML,50,68.15,48,36,115,198.72
50243521,88138,TODODIA DES HID AVEL CASS 400ML BR,400,458.27,80,80,170,1088
50243180,85143,ESSENCIAL DEO PARFUM OUD MASC 100ML,85,319.02,81.5,51.5,130.5,547.741
50243137,85145,VIVA BATOM BPZ SHEER FPS8 VINHO 532,3.5,21.5,27,25,76,51.3
50243118,85144,VIVA BATOM BZ COLO HID FPS8 VERMELHO 145,3.5,21.5,27,25,76,51.3
50243108,85122,VIVA BB BPZ CREAM CASTANHO 20,25,36.5,33,33,107,116.52
50243107,85138,VIVA BB BPZ CREAM MEDIO 24,25,36.5,33,33,107,116.52
50243106,85135,VIVA BB BPZ CREAM MEDIO 22,25,36.5,33,33,107,116.52
50243105,85118,VIVA BB BPZ CREAM MEDIO 20,25,36.5,33,33,107,116.52
50243104,85155,VIVA BB BPZ CREAM CLARO 24,25,36.5,33,33,107,116.52
50243101,85127,VIVA BASE BPZ LIQUIDA MEDIO 2,25,36.5,33,33,107,116.52
50242998,85028,VIVA BATOM BPZ MATTE FPS8 VINHO 535,3.5,21.5,27,25,76,51.3
50242997,85035,VIVA BATOM BPZ MATTE VINHO 501,3.5,21.5,27,25,76,51.3
50242996,85032,VIVA BATOM BPZ MATTE FPS8 ROSA 218,3.5,21.5,27,25,76,51.3
50242995,85033,VIVA BATOM BPZ MATTE FPS8 ROSA 205,3.5,21.5,27,25,76,51.3
50242994,85029,VIVA BATOM BPZ MATTE FPS8 VERMELHO 169,3.5,21.5,27,25,76,51.3
50242993,85025,VIVA BATOM BPZ MATTE FPS8 PINK 348,3.5,21.5,27,25,76,51.3
50242931,35014,SR N AMBAR DES COL MASC 100ML VRPC,90,276.983,55,55,142,429.55
50242930,30410,SR N DES COLONIA 100ML VRPC,100,276.983,55,55,142,429.55
50242926,53255,NATURA HOMEM CLAS DES COL 100ML VRPC,85,349,42,88,134,495.264
50242925,44452,LUNA DES COLONIA FEM 75ML VRPC,63.75,247,56,54,162,489.888
50242924,13120,KAIAK CLAS FEM DES COL 100ML MAES17 VRPC,86,297,57,46,184,482.448
50242923,22557,KAIAK MASC AVENTURA DES COL 100ML VRPC,86,298.922,78,45.5,146,518.154
50242922,68028,KAIAK AVENTURA FEM DES COL 100ML VRPC,85,299.891,56.5,46.5,182,478.16
50242921,14509,HORUS AR DES COL MASC 100 ML VRPC,100,309.735,80,38,145,440.8
50242920,41808,ESSENCIAL EXCL FEM DEO PARFUM 100ML VRPC,100,340.2,60,50,180,540
50242907,69206,UNA MASC PARA CILIOS ALONG WP TERC,8,24.6,19,19,127,45.85
50242869,41809,ESSENCIAL DEO PARFUM FEM 100ML VRPC,100,340.2,50,64,179,572.8
50242868,39923,BIOGRAFIA FEM DES COL 100ML VRPC,85,294,106,38,124,499.5
50242867,48102,BIOGRAFIA FEM DESP DES COL 100ML VRPC,85,294,106.1,37.5,121.5,483.418
50242866,27715,AGUAS FEM DES COL MADEIRAS ESP 150ML VRP,127.5,294.664,59.6,59.6,160.25,569.234
50242865,15333,AGUAS FEM DES COL BANH LAVANDA 150ML VRP,127.5,294.8,59.6,59.6,160.25,569.234
50242863,15443,AGUAS FEM DES COL MUSC SANDALO 150ML VRP,127.5,296.551,59.6,59.6,160.25,569.234
50242846,19980,AGUAS FEM DES COL JABUTICABA 150ML VRPC,127.5,295.248,59.6,59.6,160.25,569.234
50242844,15435,AGUAS FEM DES COL CAMPOS VIOL 150ML VPRC,127.5,300.884,59.6,59.6,160.25,569.234
50242838,84966,BOLA DE NATAL EN C1617,1,150,250,320,75,6000
50242837,84965,INFLAVEL EN C1617,1,1100,250,250,205,12812.5
50242836,84964,BACKDROP EN C1617,1,300,200,200,20,800
50242835,84963,TOALHA DE MESA EN C1617,1,1500,365,265,80,7738
50242834,84962,FITA DE CETIM BRANCA EN C1617,1,30,120,70,35,294
50242833,84961,MARCADOR PAGINA LIDERES EN C1617,1,70,285,175,2,99.75
50242832,84960,FOLHA DE PEDIDO BR NENO RJ ES EN C1617,1,240,297,210,7,436.59
50242831,84959,FOLHA DE PEDIDO NENO RJ ES  EN C1617,1,240,297,210,7,436.59
50242830,84958,TAKE ONE CONSULTORAS EN C1617,1,200,210,100,10,210
50242819,84957,MARCADOR PAGINA CONSULTA EN C1617,1,250,285,175,6,299.25
50242818,84956,MOLDURA DE FOTOS EN C1617,1,215,440,260,18,2059.2
50242817,84955,LAMINA SARRAFO EN C1617,1,410,440,260,21,2402.4
50242816,84954,LAMINA PRECO MENOR NENO RJ ES EN C1617,1,130,130,108,11,154.44
50242815,84953,CAIXAS PRESENTES EN C1617,1,880,315,265,60,5008.5
50242813,84951,LAMINA PRECO MENOR BR NENO RJES EN C1617,1,125,130,108,11,154.44
50242812,84950,MOLDURA CX PRES NATURA HOR EN C1617,1,175,350,225,5,393.75
50242811,84949,MOLDURA CX PRES NATURA VER EN C1617,1,135,400,225,3,270
50242808,84777,FOLHETO NATAL C16 2017 BRASIL V2,1,60,250,183,1.249,57.13
50242789,84936,CARTA ENCONTRO C16 2017 BRASIL V1,1,30,210,100,0.366,7.692
50242788,84935,ESPECIAL LIDER C16 2017 BRASIL V1,1,16,250,183,0.416,19.043
50242787,84780,FOLHETO NATAL FV C16 2017 BRASIL V2,1,60,250,183,1.249,57.13
50242786,84779,MINHA NATURA FV C16 2017 BRASIL V2,1,56,250,183,1.249,57.13
50242783,45600,MINHA NATURA C16 2017 BRASIL V2,1,56,250,183,1.249,57.13
50242604,84847,AQUARELA NECESSAIRE POCHETTE BOCA 2 EM 1,150,150,180,30,120,648
50242601,84843,EKOS NECESSAIRE MACRAME LARANJA,25.4,25.4,150,10,120,180
50242600,84842,EKOS NECESSAIRE MACRAME VERMELHA,25.4,25.4,150,10,120,180
50242589,84830,EKOS NECESSAIRE MACRAME AMARELA,25.4,25.4,150,10,120,180
50242588,84829,EKOS NECESSAIRE MACRAME MARROM,25.4,25.4,150,10,120,180
50242580,84824,EKOS BOLSA MACRAME MARROM,40.6,40.6,240,10,150,360
50242258,84780,FOLHETO NATAL FV C16 2017 NENO RJ ES V1,1,60,250,183,1.249,57.13
50242257,84779,MINHA NATURA FV C16 2017 NENO RJ ES V1,1,56,250,183,1.249,57.13
50242256,84778,ESPACO NATURA FV C16 2017 BRASIL V2,1,300,250,183,6.398,292.71
50242255,84778,ESPACO NATURA FV C16 2017 NENO RJ ES V1,1,300,210,170,6.398,228.41
50242254,84777,FOLHETO NATAL C16 2017 NENO RJ ES V1,1,60,250,183,1.249,57.13
50242253,45600,MINHA NATURA  C16 2017 NENO RJ ES V1,1,56,250,183,1.249,57.13
50242252,25016,ESPACO NATURA C16 2017 BRASIL V2,1,300,250,183,6.398,292.71
50242251,25016,ESPACO NATURA C16 2017 NENO RJ ES V1,1,300,250,183,6.398,292.71
50242188,69194,SEVE OLEO PASTA AMEN E CEREJA 150G TERC,150,215,98,98,64,614.656
50242065,84775,EKOS MASC DES PES ANDIROBA 200G TERC,200,269.429,94.8,94.8,58.5,525.742
50242064,84932,NATURA DESPERTAR PRESENTE CORPORATIV ENG,368,1539,236,195,121,5568.4
50242063,84931,NATURA DESPERTAR PRESENTE CORPORATIVO ES,368,1539,236,195,121,5568.4
50242062,84933,NATURA DESPERTAR PRESENTE CORPORATIVO PT,368,1539,236,195,121,5568.4
50242061,84773,NATURA HOMEM CAIXA SAB 3X90G PAIS 2018,270,319.08,222,30,90,599.4
50242053,84756,ESSENCIAL CLAS BALM APOS BARB 75ML PAI18,75,103.3,55,41,145,326.975
50242051,84757,BIOGRAFIA CLASSI GEL POS BARBA 75G PAI18,75,102,55,41,145,326.975
50242050,84761,BIOGRAFIA CLASSI GEL PRE BARBA 75G PAI18,75,102,55,41,145,326.975
50242045,84763,KAIAK MINIATURAS DES COL 3X25ML PAI 2018,63.75,275,178,31.2,98.75,548.42
50242043,39924,BIOGRAFIA CLASSICO DES COL 100ML PAIS 18,85,303.3,97,37,123,441.447
50242042,84752,SINTONIA NOITE DES COL 100ML PAIS 2018,85,309,54.5,52.2,165,469.409
50242034,84739,SR N DES COLONIA 100ML TESTE,100,276.983,55,55,142,429.55
50242032,69189,UNA MINI BATOM LIQ MATIF NUDE 2 M TERC,3.5,17.8,20,20,92,36.8
50242031,69188,UNA MINI BATOM LIQ MATIF VIOLETA 6 M TER,3.5,17.8,20,20,92,36.8
50242030,69187,UNA MINI BATOM LIQ MATIF ROUGE 6 M TERC,3.5,15,20,20,92,36.8
50242021,86759,AESOP CARTUC PAPEL N ONDULADO 2016,3900,3900,380,20,500,3800
50241981,84751,UNA BATOM GLOW RADIANCE ROUGEE,3.5,28,24,24,73,42.048
50241901,84747,ESSENCIAL INTENSO SAB LIQ 100ML LATAM,100,127,55,44,152,367.84
50241807,84622,FACES BOLSA ZIP LOC HOLOGRAF MAES 2018,1,1,199,33.75,112.5,755.578
50241779,59205,PLANT SHAMPOO LISO E SOLTO 1L SEM MIT,1000,1178,88,88,269,2.083.136
50241599,84583,EKOS NECESSAIRE MAES 2018,1,80.5,280,13,164,597
50241554,69174,UNA MINI MASCARA DE CILIOS 3.5ML,3.5,14,20,20,92,36.8
50241553,69173,UNA MINI BLUR 10ML,10,18,25,25,90,56.25
50241344,84546,LENCO LARANJA CONSULTORA DE BELEZA,1,43.5,190,10,110,209
50241009,69156,EKOS POLPA MAOS CUMARU 40G MAES18 LATAM,40,54,38.5,28.5,124,136.059
50241003,69159,TODODIA DES HID FRES EM FLOR400ML MAES18,414,478.27,80,80,170,1088
50241001,69157,TODODIA DES HID DAM E NOZES 400ML NAM18,400,464.3,80,80,170,1088
50240999,69146,TODODIA HID DES ALGOD ENVOL 400ML MAES18,400,464,80,80,170,1088
50240996,69150,MMBB LENCO UMID 50UN MAES 18 TERC,240,332.46,160,105,45,756
50240995,69151,MMBB SAB BARRA 8x25G MAES18,200,254.4,100,100,94,940
50240994,69155,EKOS SAB BARRA REFRES 6X25 MAES18 LATAM,150,174.6,198,57,30,338.58
50240980,69149,TODODIA SAB BARRA DUO 2X90G MAES18 TERC,180,198,73,70,66,337.26
50240918,69137,AQUARELA BPZ ESTOJO SEM ESPELHO TESTE,1,45,79,20,75,118.5
50240917,69136,AQUARELA BPZ ESTOJO COM ESPELHO TESTE,1,45,79,20,75,118.5
50240848,84354,LAMINA HUMOR EN C1517,1,23,440,260,10,1144
50240846,84352,LAMINA A4 CHRONOS EN C1517,1,13,297,210,4,249.48
50240845,84351,LAMINA SIMPLES CHRONOS EN C1517,1,15,440,260,4,457.6
50240844,84350,LAM SIMP CHRONOS C APLIQUE EN C1517,1,30,440,260,10,1144
50240843,84343,CAIXA ACRILICO NATAL EN C1517,1,600,222,222,112,5.519.808
50240689,84322,FOLHETO INATIVAS FV C15 17 BRASIL V1,1,38,250,183,0.833,38.087
50240688,84321,MINHA NATURA FV C15 17 BRASIL V1,1,32,250,183,0.694,31.739
50240687,84319,ESPACO NATURA FV C15 2017 NO V3,1,264,250,183,5.704,260.971
50240686,84319,ESPACO NATURA FV C15 2017 BRASIL V2,1,264,250,183,5.704,260.971
50240685,84319,ESPACO NATURA FV C15 2017 NE V1,1,264,250,183,5.704,260.971
50240684,84318,FOLHETO INATIVAS C15 2017 BRASIL V1,1,38,250,183,0.833,38.087
50240683,45599,MINHA NATURA  C15 2017 BRASIL V1,1,32,250,183,0.694,31.739
50240682,25015,ESPACO NATURA  C15 2017 NO V3,1,264,250,183,5.704,260.971
50240681,25015,ESPACO NATURA  C15 2017 BRASIL V2,1,264,250,183,5.704,260.971
50240680,25015,ESPACO NATURA  C15 2017 NE V1,1,264,250,183,5.704,260.971
50240602,84371,AGUAS LARANJEIRA EM FLOR HID DES MAOS,60,90,48,36,130,224.64
50240584,56744,HUMOR MEU PRIMEIRO HUMOR DES CORP MAE18,100,134.02,56,42,133,312.816
50240534,84370,ESTA FLOR SAB BAR 4x90G MAE18 LATAM TERC,360,405.4,151,149,26,584.974
50240519,84381,KAIAK CLASSICO SAB BARRA 90G MAE18 TERC,90,93.5,85,60,30,153
50240515,84375,BIOGRAFIA DESHID INSPIRE PUMP300ML MAE18,307.5,357.572,75,75,168,945
50240513,84368,KAIAK CLASSICO DES HID 200ML MAES 2018,200,248.97,67,51,179.5,613.351
50240512,84367,HUMOR MEU PRIMEIR HUM DESHID 100ML MAE18,100,127,55,44,152,367.84
50240459,84341,LAM QUADRUPLA NATAL EN C1517,1,427,440,250,7,770
50240458,84340,CUBO 10X20X40 02 MOD EKOS EN C1517,1,40,255,210,4,214.2
50240457,84339,CUBO 10X10X40 01 MOD EKOS EN C1517,1,40,210,170,4,142.8
50240456,84338,LAM QUADRUPLA EKOS EN C1517,1,427,440,250,7,770
50240455,84337,LAM EKOS EN C1517,1,163,440,260,2,228.8
50240173,84587,CPV ESTOJO PORTA LAPIS 2018,35.5,35.5,100,30,210,630
50240091,84229,CPV LANCHEIRA 2018,1,206,110,225,180,4455
50239877,37417,EKOS GELEE DOUCHE TENDRE MARACUJA FR,250,289,53,53,176,494.38
50239792,67495,UNA BATOM EXTREME MATIFIC NUDE 7M TERC,3.5,17.6,20,20,88,35.2
50239791,67490,UNA BATOM EXTR MATIFIC VIOLETA 7M TERC,3.5,17.6,20,20,88,35.2
50239749,84153,CHRONOS PREENCHEDOR DE RUGAS 10G,10,16.95,36,28,122,122.976
50239723,69128,HORUS MARINE DEO COL MASC AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50239722,69127,HORUS MARINE DEO COL MASC DEMO 4ML,3.4,9.5,15,15,57,12.825
50239553,69122,EKOS EDT FLOR DA MANHA 100ML LATAM,85,330,58,58,203.5,684.574
50239428,69097,AQUARELA LP LAB BPZ COR DEF PINK TERC,1.4,8.1,15,15,140,31.5
50239424,69093,AQUARELA LP LAB BPZ COR DEF ROSA TERC,1.4,8.1,15,15,140,31.5
50239422,69100,AQUARELA DEL LIQ BPZ PRECI PRET1205 TERC,3.85,10.9,16,16,85,21.76
50239420,69098,AQUARELA DEL LIQ BPZ PRECIS AZUL1048 TR,3.85,10.9,16,16,85,21.76
50239419,69092,AQUARELA BATBALM BPZ VELVMATVINHO573 TER,2.3,19.8,20,20,112,44.8
50239418,69091,AQUARELA BATBALM BPZVELVMATMARROM486 TER,2.3,19.8,20,20,112,44.8
50239417,69090,AQUARELA BATBALM BPZ VELVMATROXO637 TER,2.3,19.8,20,20,112,44.8
50239415,69088,AQUARELA BATBALM BPZ VELVMATROXO625 TER,2.3,19.8,20,20,112,44.8
50239412,86363,AQUARELA BATBALM BPZ VELVMATLARAN741 TER,2.3,19.8,20,20,112,44.8
50239410,86499,AQUARELA BATBALM BPZ VELVMATROSA237 TERC,2.3,19.8,20,20,112,44.8
50239408,69084,AQUARELA BATBALM  BPZ VELVMATMARR410 TER,2.3,19.8,20,20,112,44.8
50239406,69082,AQUARELA BATBALM BPZ HIDVINHO528 TERC,2.3,19.8,20,20,112,44.8
50239405,69081,AQUARELA BATBALM BPZ HID MARROM450 TER,2.3,19.8,20,20,112,44.8
50239404,69080,AQUARELA BATBALM BPZ HID VINHO573 TERC,2.3,19.8,20,20,112,44.8
50239403,69079,AQUARELA BATBALM BPZ HID VERMELHO193 TER,2.3,19.8,20,20,112,44.8
50239402,69078,AQUARELA BATBALM BPZ HID CORAL820 TERC,2.3,19.8,20,20,112,44.8
50239400,69076,AQUARELA BATBALM BPZ HID ROSA248 TERC,2.3,19.8,20,20,112,44.8
50239378,69074,AQUARELA BATBALM BPZ HID ROSA253 TERC,2.3,19.8,20,20,112,44.8
50239377,69073,AQUARELA BATBALM BPZ HID MARROM435 TERC,2.3,19.8,20,20,112,44.8
50239376,84082,AQUARELA BATBALM BPZ HID ROSA214 TERC,2.3,19.8,20,20,112,44.8
50239355,81157,MMBB SAB BARRA 5X100G TERC,500,527,86,55,162,766.26
50239333,83987,AQUARELA RF SOMBRA 4 + COLOR 1001 TERC,10.5,36.2,90,16,92,132.48
50239096,84021,AQUARELA BLUSH BPZ COR ROSA 63 TERC,3,14.4,51,12,51,31.212
50239039,83936,MOBILES 4LM REUNIAO DE NEGOCIO,1,91,270,270,10,729
50239038,83935,MOBILES 4LM MOMENTO NATURA,1,91,270,270,10,729
50239037,83934,MOLDURA FOTO DIA DA CONSULTORA,1,150,440,260,8,915.2
50239036,83933,LEQUE K MOMENTO NATURA,1,19,150,100,1.5,22.5
50239035,83932,CUBO K MOMENTO NATURA,1,56,330,180,2,118.8
50239034,83931,LAMINA K MOMENTO NATURA,1,400,440,250,21,2310
50239016,84040,VIVA BATOM HIDRATANTE VERMELHO 132,3.5,20.3,24,24,71,40.896
50239015,84030,VIVA BATOM LABIAL SHEER VERMELHO 118,3.5,20.3,24,24,71,40.896
50239014,84014,VIVA BATOM LAB MATTE VERMELHO 160,3.5,20.3,24,24,71,40.896
50238864,83939,LAPIS SEMENTE MOMENTO NATURA,1,50,180,35,60,378
50238863,83938,MARCADOR DE PAGINA REUNIAO DE NEGOCIO,1,80,280,175,5,245
50238862,83937,CARTAZ PARA COLORIR REUNIAO DE NEGOCIO,1,73,440,260,2,228.8
50238513,69054,AQUARELA PURPURINA COR BRILHA BOOM TERC,2,9.8,40,40,22,35.2
50238512,69053,AQUARELA PURPURINA COR BRILHA AI TERC,2,9.8,40,40,22,35.2
50238511,69052,AQUARELA GLITTER COR 2 TERC,4,11.8,40,40,22,35.2
50238510,69051,AQUARELA PURPURINA COR BRILHA WOW TERC,2,9.8,40,40,22,35.2
50238476,45005,AQUARELA MASCARA CILIOS ALONGADORA PRETA,7,19,20,20,125,50
50238475,44783,VIVA MASCARA ALARGADORA LATAM,7,19,20,20,125,50
50238451,69050,CHRONOS HID CLAREADOR FPS50 MEDIO ESCURO,50,69,42,31,134,174.468
50238409,83716,UNA NECESSAIRE MAQUIAGEM DIOR I,1,1,125,80,25,250
50238255,83749,UNA BASE LIQ MATTETOM ESCURO 2 10ML,11.3,18.2,25,25,90,56.25
50238254,83756,UNA BASE LIQ MATTE TOM CAST 4 10ML,11.3,18.2,25,25,90,56.25
50238253,83762,UNA BASE LIQ MATTE TOM CAST 2 10ML,11.3,18.2,25,25,90,56.25
50238252,83760,UNA BASE LIQ MATTE TOM MEDIO 8 10ML,11.3,18.2,25,25,90,56.25
50238251,83761,UNA BASE LIQ MATTE TOM MEDIO 10 10ML,11.3,18.2,25,25,90,56.25
50238250,69063,UNA BASE LIQ MATTE TOM MEDIO 6 10ML,11.3,18.2,25,25,90,56.25
50238068,83759,UNA BASE LIQ MATTE TOM CLARO 2 10ML,11.3,18.2,25,25,90,56.25
50238042,69031,AQUARELA BASE BPZ LIQUIDA CAST 6,25,36.5,33,33,107,116.52
50238032,83645,TODODIA FLOR LIS ETIQUETA PERFUMADA P1,0.45,0.45,1.001,1.001,1.001,0.001
50237985,69046,AQUARELA BASE BPZ  3 EM 1 TOM ESCURO 10,12.5,38.6,54,30,53,85.86
50237984,69045,AQUARELA BASE BPZ  3 EM 1 TOM ESCURO 7,12.5,38.6,54,30,53,85.86
50237983,69044,AQUARELA BASE BPZ  3EM1 TOMESCURO20 TER,12.5,38.6,54,30,53,85.86
50237981,69043,AQUARELA BASE BPZ  3 EM 1 TOM CAST 8 TER,12.5,38.6,54,30,53,85.86
50237980,69042,AQUARELA BASE BPZ  3 EM 1 TOM CAST 6 TER,12.5,38.6,54,30,53,85.86
50237979,69041,AQUARELA BASE BPZ  3 EM 1 TOM CAST 22TER,12.5,38.6,54,30,53,85.86
50237978,69040,AQUARELA BASE BPZ  3 EM 1 TOM MED 10 TER,12.5,38.6,54,30,53,85.86
50237976,69038,AQUARELA BASE BPZ  3 EM 1 TOM MED 26 TER,12.5,38.6,54,30,53,85.86
50237975,69037,AQUARELA BASE BPZ 3 EM 1 TOM MED 22 TER,12.5,38.6,54,30,53,85.86
50237974,69036,AQUARELA BASE BPZ  3 EM 1 TOM MED 21 TER,12.5,38.6,54,30,53,85.86
50237972,69035,AQUARELA BASE BPZ  3 EM 1 TOM MED 20 TER,12.5,38.6,54,30,53,85.86
50237970,69033,AQUARELA BASE BPZ 3 EM 1 TOM CLARO 22TER,12.5,38.6,54,30,53,85.86
50237949,69032,AQUARELA BASE BPZ 3 EM 1 TOM CLARO 20TER,12.5,38.6,54,30,53,85.86
50237948,69030,AQUARELA BASE BPZ LIQUIDA ESCURO 10,25,36.5,33,33,107,116.52
50237945,69027,AQUARELA BASE BPZ LIQUIDA CAST 8,25,36.5,33,33,107,116.52
50237938,69011,AQUARELA CORRET BPZ ALTA COB TOM MED 20,10,22.5,18,18,123,39.85
50237936,69009,AQUARELA CORRET BPZ ALTA COB TOM CLAR22,10,22.5,18,18,123,39.85
50237935,69008,AQUARELA CORRET BPZ ALT COB ESCURO 20,10,22.5,18,18,123,39.85
50237933,69026,AQUARELA BASE BPZ LIQUIDA CAST 4,25,36.5,33,33,107,116.52
50237932,69057,AQUARELA BASE BPZ LIQUIDA MEDIO 10,25,36.5,33,33,107,116.52
50237931,69025,AQUARELA BASE BPZ LIQUIDA CAST 2,25,36.5,33,33,107,116.52
50237930,69024,AQUARELA BASE BPZ LIQUIDA MEDIO 8,25,36.5,33,33,107,116.52
50237919,69023,AQUARELA BASE BPZ LIQUIDA MEDIO 6,25,36.5,33,33,107,116.52
50237917,69020,AQUARELA BASE BPZ LIQUIDA CLARO 6,25,36.5,33,33,107,116.52
50237914,69007,AQUARELA BB CREAM BPZ TOM CASTANHO 22,25,36.5,33,33,107,116.52
50237809,81157,MMBB SABONETE EM BARRA 5X100G V2,500,527,86,56,163,785
50237786,83640,TODODIA SAB LIQ GEL AMEIXA FLOR CEREJEIR,300,330,63,63,160,635.04
50237782,83606,HORUS DEO COL MASC AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50237781,83607,HORUS DEO COL MASC DEMO 4ML,3.4,9.5,15,15,55,12.375
50237775,68996,TODODIA HID DESOD BANHO ALGODAO,200,240.3,67,55,181,666.985
50237774,68995,TODODIA HID DESOD BANHO FLOR DE LIS,200,240.3,67,55,181,666.985
50237773,68994,TODODIA HID MAOS FLOR DE LIS,50,68.15,48,36,115,198.72
50237750,83578,PASTA COM CANETA EM C13 17,1,190,250,190,10,475
50237729,87259,AQUARELA BB BPZ CREAM TOM ESCURO 20,25,36.5,33,33,107,116.52
50237726,69001,AQUARELA BB CREAM BPZ TOM CLARO 22 LATAM,25,36.5,33,33,107,116.52
50237554,68989,AQUARELA LP BPZ SOBRANC CAST ESCURO TERC,1.14,11,14,14,166,32.536
50237429,83577,MARCA PAGINA EN C13 17,1,255,260,175,6,273
50237428,83576,CUBO 02 MOD EN C13 17,1,50,190,150,6,171
50237426,83575,LAMINA DIS EN C13 17,1,316,440,260,5,572
50237425,83579,NATURE NECESSAIRE VERAO 2018,1,130,240,15,150,540
50237424,83580,NATURE MOCHILA VOLTA AS AULAS 2018,1,290,255,30,320,2448
50237299,68984,AQUARELA LP BPZ KAJAL COR INT BERIN TERC,1.3,9.4,15,15,177.5,39.937
50237231,77137,SEVE DES HID ILUMIN AMEND ROSA REC LTM,90,125,61,48,96,281.09
50237218,83556,FACES PERF EDT MIX DEMO 4ML TERC,3.4,9.5,15,15,55,12.375
50237217,83560,FACES PERF EDT POP DEMO 4ML TERC,3.4,9.5,15,15,55,12.375
50237216,83563,FACES PERF EDT REBEL GLAM DEMO 4ML TERC,3.4,9.5,15,15,55,12.375
50237215,83558,FACES PERF EDT NO GENDER DEMO 4ML TERC,3.4,9.5,15,15,55,12.375
50237213,83561,FACES DEO COL COOL VIBE DEMO 4ML TERC,3.4,9.5,15,15,55,12.375
50237212,83559,FACES DEO COL TOXIC PINK DEMO 4ML TERC,3.4,9.5,15,15,55,12.375
50236988,81226,TODODIA DES HIDRAT KIT VERAO 3X80ML TERC,240,401,225,45,162,1640.25
50236747,83423,FACES PERF EDT MIX AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50236746,83421,FACES PERF EDT POP AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50236745,83422,FACES PERF EDT REBEL GLAM AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50236744,83424,FACES PERF EDT NO GENDER AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50236743,83417,FACES DEO COL NO GENDER AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50236742,83420,FACES DEO COL COOL VIBE AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50236741,83418,FACES DEO COL TOXIC PINK AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50236740,83419,FACES DEO COL REBEL GLAM AMOSTRA 3X1ML,2.55,10.2,180,5.5,90,89.1
50236692,83416,FACES BASE LIQUIDA TOM ESCURO 27,20,30.1,34,28,88,83.776
50236691,83414,FACES CORRETIVO TOM CASTANHO 22,10,17.6,25,25,91,56.875
50236690,83415,FACES CORRETIVO TOM ESCURO 27,10,17.6,25,25,91,56.875
50236288,83382,ILIA SECRETO DEO PARFUM DEMO 4 ML,3.4,9.5,15,15,57,12.825
50236287,83381,ILIA SECRETO DEO PARFUM AMOST 3X1 ML,2.55,10.2,180,5.5,90,89.1
50236280,68973,KRISKA SHOCK EDT DEMO 4ML LATAM,3.4,9.5,15,15,57,12.825
50236206,83272,ADES ENCON NAO CN EN C12 17,1,117,298,210,2,125.16
50236205,83271,ADES ENCON DIAMAN EN C12 17,1,117,298,210,2,125.16
50236204,83270,ADES ENCON OUR EN C12 17,1,117,298,210,2,125.16
50236203,83269,ADES ENCON PRAT EN C12 17,1,117,298,210,2,125.16
50236202,83268,ADES ENCON BRONZ EN C12 17,1,117,298,210,2,125.16
50236201,83267,ADES IDENT SEME EN C12 17,1,117,298,210,2,125.16
50236200,83266,CONV PONT DE ENCON EN C12 17,1,73,152,42,17,108.528
50236140,85000,FACES LENCOS DEMAQUILANTE RESET EXPRESS,96,124.5,80,100,35,280
50236095,68972,AQUARELA BODY TINT PRATA,9.4,18,25,25,85,53.125
50236094,68971,AQUARELA BODY TINT DOURADO,9.4,18,25,25,85,53.125
50236019,83263,FOL RES FER EN C12 17,1,497,210,150,20,630
50235707,83232,FACES BATON MIX TINT MATTE PINK SOUL,10,17.6,25,25,91,56.875
50235706,83231,FACES BATON MIX TINT MATTE REBEL RED,10,17.6,25,25,91,56.875
50235638,58406,UNA PINCEL DUAS FIBRAS,1,32.2,50,9,210,94.5
50235637,55099,UNA PINCEL FINALIZACAO,1,30.5,100,5,195,97.5
50235345,68960,NAT BRASIL FIRMIN ANT AGING CREAM45+TRAV,15,51.8,45,45,34,68.85
